roll_deg,pitch_deg,contact_center_speed_m_s,j1_correction_deg,adaptive_scale,time_s,leg,phase,swing,middle_swing,clearance_mm,forward_from_j1_mm,front_edge_from_j1_mm,touchdown,force_n,j1_target,j1_actual,j2_target,j3_target,tilt_deg,safety,moving
-3.4291120126107257,1.44970999641292,0.0,-0.2133397876685308,1.0,5.0,FL,0.6094366408646346,True,True,-0.8836930691353482,-18.35163817828588,1.461635316447527,True,8.590173143175287,-5.185546875,-6.090490730906765,55.634765625,105.732421875,3.4291120126107257,ok,True
-3.4291120126107257,1.44970999641292,0.0,-0.6279075709061677,1.0,5.0,FR,0.10943664086463456,False,False,-3.1240329666753808,-22.853792948454526,-3.0892187232701716,True,18.513694729098027,-2.109375,-0.4294789459289375,50.09765625,91.318359375,3.4291120126107257,ok,True
-3.4291120126107257,1.44970999641292,0.0,-1.956713042926595,1.0,5.0,RL,0.10943664086463456,False,False,-3.259519037289809,-36.16386562423343,-16.47158405876881,True,19.6402041570754,-3.427734375,-2.9025588673956078,52.20703125,92.28515625,3.4291120126107257,ok,True
-3.4291120126107257,1.44970999641292,0.0,0.21219971421980155,1.0,5.0,RR,0.6094366408646346,True,True,16.975371453553375,-39.353045398788844,-19.611039968858343,False,0.0,-4.658203125,-5.449805655437293,60.380859375,105.029296875,3.4291120126107257,ok,True
-4.655851493896863,1.708155920683353,0.03489412464346734,-0.12268693197043934,1.0,5.0200000000000005,FL,0.6261033075313013,True,True,-1.00656284402054,-17.902442022015666,1.9030397970181596,False,9.227422696661721,-4.482421875,-6.083009304045199,55.98632812500001,105.908203125,4.655851493896863,ok,True
-4.655851493896863,1.708155920683353,0.01777030504064591,-0.748772717410191,1.0,5.0200000000000005,FR,0.1261033075313014,False,False,-3.2500883512055387,-22.532641868081956,-2.767252518338914,False,17.142590590287192,-1.9335937500000002,-0.5616434127578386,50.09765625,90.615234375,4.655851493896863,ok,True
-4.655851493896863,1.708155920683353,0.009514019326214495,-1.9667200205129007,1.0,5.0200000000000005,RL,0.1261033075313014,False,False,-3.41363004359653,-35.258626928086784,-15.546541877890636,False,21.517826235207497,-3.076171875,-2.5827053302007497,51.943359375,91.669921875,4.655851493896863,ok,True
-4.655851493896863,1.708155920683353,0.07400438833180185,0.12132737888949485,1.0,5.0200000000000005,RR,0.6261033075313013,True,True,21.57610218324008,-39.17190949827688,-19.417269384277603,False,0.0,-4.130859375,-5.274520032374934,60.20507812499999,105.205078125,4.655851493896863,ok,True
-5.828936980177894,1.8701972641420899,0.03625295343048377,-0.018782680382197547,1.0,5.04,FL,0.642769974197968,True,True,-1.2456534551936738,-17.523223266446898,2.2732937358175995,False,10.195907720525655,-3.6035156249999996,-6.000022052893049,56.162109375,105.8203125,5.828936980177894,ok,True
-5.828936980177894,1.8701972641420899,0.01575333408710402,-0.7702446361301162,1.0,5.04,FR,0.142769974197968,False,False,-3.1805027859821697,-22.221335868861825,-2.457041201274663,False,14.705640500595115,-1.58203125,-0.7010529269750423,50.009765625,89.912109375,5.828936980177894,ok,True
-5.828936980177894,1.8701972641420899,0.012823321204947932,-1.9562353278079145,1.0,5.04,RL,0.142769974197968,False,False,-3.6548044461730647,-34.35257801103363,-14.625479933776596,False,24.139496757317,-2.724609375,-2.327401217241112,51.50390625,90.966796875,5.828936980177894,ok,True
-5.828936980177894,1.8701972641420899,0.09675541712856407,0.017052366328478286,1.0,5.04,RR,0.642769974197968,True,True,25.26671066859411,-39.662716378871615,-19.90520319184392,False,0.0,-3.515625,-4.911643501363428,59.67773437500001,105.029296875,5.828936980177894,ok,True
-6.932970529360758,2.020990673292225,0.038906447229227585,0.10040756430571784,1.0,5.0600000000000005,FL,0.6594366408646347,True,True,-1.3419380300869928,-17.350065569980146,2.4381364961565666,False,5.4200269989307435,-2.63671875,-5.828641415332788,56.42578125,105.46875,6.932970529360758,ok,True
-6.932970529360758,2.020990673292225,0.014900135827283152,-0.7689778922921622,1.0,5.0600000000000005,FR,0.1594366408646346,False,False,-2.985909912626594,-22.103594546332964,-2.3421987560856685,False,14.428661069258034,-1.23046875,-0.8652550982638385,49.921875,89.208984375,6.932970529360758,ok,True
-6.932970529360758,2.020990673292225,0.015992190132583135,-1.998004632844197,1.0,5.0600000000000005,RL,0.1594366408646346,False,False,-3.9715886594062986,-33.59333650409508,-13.857536849524426,False,25.227499183816462,-2.373046875,-2.0782919635955968,51.064453125,90.43945312500001,6.932970529360758,ok,True
-6.932970529360758,2.020990673292225,0.08677222941796109,-0.10243732289282503,1.0,5.0600000000000005,RR,0.6594366408646347,True,True,29.938777510603966,-39.98314274625838,-20.221006993927688,False,0.0,-2.724609375,-4.497753759271413,59.0625,104.58984375000001,6.932970529360758,ok,True
