time_s,leg,phase,segment,forward_force_n,vertical_force_n,j2_target_deg,j3_target_deg,j2_actual_deg,j3_actual_deg,forward_velocity_m_s,j2_torque_nm,j3_torque_nm,j2_power_w,j3_power_w
5.0,FL,0.40236854674820766,early_stance,-0.6145429049383018,22.172299790160917,41.19103919138807,76.4521283276549,41.2875801783255,78.9752946939346,-0.043625665371779095,-0.14274856215635165,-1.5951195889711756,0.010973146641726704,-0.12101666477897412
5.0,FR,0.9023685467482077,swing,0.0,0.0,56.816606410216096,84.96300687895081,56.58183095641254,79.119233345331,-0.043625665371779095,0.37569672123657427,0.0770446743547728,-0.09880893404503553,0.1986847274159101
5.0,RL,0.9023685467482077,swing,0.0,0.0,56.58681066176366,85.16383320701404,56.16803981162233,78.96675235650835,-0.043625665371779095,0.27472837411741846,0.10901783224742445,0.011639568038894182,0.3118209443927047
5.0,RR,0.40236854674820766,early_stance,0.96004572794755,23.385215147188287,41.16278937691701,76.45602891684209,40.51455584491581,79.21033352485622,-0.043625665371779095,0.3174686940233592,-1.9383847600503894,-0.019390339850757225,-0.6393490819530547
5.0200000000000005,FL,0.4065352134148743,early_stance,0.154003602252715,21.059420412055793,41.341037056880566,76.43047295003083,41.199126938113686,79.05618547083374,-0.03530184639596962,0.06977989664934253,-1.6199699449123213,-0.004936664928517908,-0.07458653988842938
5.0200000000000005,FR,0.9065352134148743,swing,0.0,0.0,56.401237156013146,87.12368879448194,56.40768994051704,82.12295071676574,-0.03530184639596962,0.3641834674566866,0.0752124993991723,-0.06439059787440526,0.157748300819391
5.0200000000000005,RL,0.9065352134148743,swing,0.0,0.0,56.16964250756252,87.29038879081925,56.17605947005783,82.18412623593089,-0.03530184639596962,0.33184140712622945,0.0676454827156614,-0.03101783826031387,0.148432511103474
5.0200000000000005,RR,0.4065352134148743,early_stance,1.6029306589082983,23.997688516114767,41.31541655523058,76.43428261930293,40.440229181569464,79.53532608129494,-0.03530184639596962,0.5113984907844762,-2.073834469426445,-0.021315949332864167,-0.5231039957555482
5.04,FL,0.41070188008154096,early_stance,0.4605165226394506,20.68335069195151,41.490652937874216,76.38467680888158,41.134343973147296,79.10592477636445,-0.025491523831457637,0.1586336864088414,-1.6703088585686485,-0.010541245335468118,-0.0035088724046047222
5.04,FR,0.910701880081541,swing,0.0,0.0,55.647198749447966,88.9486779841075,56.2653749728549,84.66430452224775,-0.025491523831457637,0.27758229209230845,0.09093943168435992,-0.06452011380027343,0.1590264989713851
5.04,RL,0.910701880081541,swing,0.0,0.0,55.48433780584008,89.16718133416371,56.073868193970135,84.79620958192136,-0.025491523831457637,0.24033391272959195,0.09276751088179358,-0.05874363182270121,0.16510657053301178
5.04,RR,0.41070188008154096,early_stance,1.960334982769653,24.394052458934887,41.49028559095991,76.42832177724463,40.40226904225058,79.76983331367953,-0.025491523831457637,0.5850237398700991,-2.1759679752252468,-0.02259397928859364,-0.28323963829133086
5.0600000000000005,FL,0.4148685467482076,early_stance,0.9467694721559606,19.783526319216215,41.645723127756106,76.37799564984712,41.06947218825131,79.11050611284648,-0.0159906548011151,0.29113264688547746,-1.6636303728303308,-0.013553614015122195,0.01495813861636818
5.0600000000000005,FR,0.9148685467482076,swing,0.0,0.0,54.578315674597434,90.47964985085912,55.94948951875885,86.81211371955743,-0.0159906548011151,0.1764902050054596,0.11049247075861013,-0.08425283570869836,0.15770946254255422
5.0600000000000005,RL,0.9148685467482076,swing,0.0,0.0,54.462216163974034,90.6794311864314,55.70010790566472,87.03997258400857,-0.0159906548011151,0.25216498278312705,0.0847226935428036,-0.12878381365230707,0.1316735072431386
5.0600000000000005,RR,0.4148685467482076,early_stance,2.1519335203974737,24.20884750627438,41.63219647871404,76.38622303388695,40.37555174461966,79.888585674492,-0.0159906548011151,0.6830550267680962,-2.199060820167123,-0.003210181722561861,-0.15037047948471843
5.08,FL,0.41903521341487426,early_stance,0.9829112171243282,19.557018863972623,41.79885183762121,76.37014361653756,41.0395858419775,79.1092457745384,-0.004346510326308081,0.3377867194913206,-1.6584505032241983,-0.004828802204306142,0.024981285778569583
5.08,FR,0.9190352134148743,swing,0.0,0.0,53.173364607684405,91.60007441375726,55.26875403510313,88.686172779481,-0.004346510326308081,0.20875982591436926,0.10121644645364802,-0.16792721548588047,0.12995801075467578
5.08,RL,0.9190352134148743,swing,0.0,0.0,53.128761861734596,91.78829940568886,55.04360937609773,88.93285013328608,-0.004346510326308081,0.2374890613063142,0.08566404021191798,-0.1736618095894099,0.10699140340046422
5.08,RR,0.41903521341487426,early_stance,2.195665639636554,24.075318708800435,41.77321833784978,76.3426041196065,40.39534640173788,79.94865349849242,-0.004346510326308081,0.691391189214175,-2.2012446268795425,0.026692416116894872,-0.05560011589820059
5.1000000000000005,FL,0.4232018800815409,early_stance,1.4286411867402937,19.015309191810584,41.94096787375646,76.34368884011168,41.046688492043636,79.09950573972849,0.00864532159641169,0.4594716117816651,-1.6577371365438438,0.01474582536721653,0.01102891350891817
5.1000000000000005,FR,0.9232018800815409,swing,0.0,0.0,51.47808741918396,92.31960946248792,54.242966229234995,90.18479510931182,0.00864532159641169,0.1820622494762879,0.10293879448165799,-0.1938670265343916,0.09706597841315684
5.1000000000000005,RL,0.9232018800815409,swing,0.0,0.0,51.51375613569415,92.47742443316389,54.1178392965041,90.3948342948552,0.00864532159641169,0.14328800510560014,0.10483017247355253,-0.14165570774307396,0.09597558037210305
5.1000000000000005,RR,0.4232018800815409,early_stance,2.5327289519931826,23.77636185232872,41.922474514390466,76.31487088301117,40.45808493848546,79.94758283652189,0.00864532159641169,0.7761764498306698,-2.2227799219706794,0.06890701136580213,0.02891226265619914
5.12,FL,0.42736854674820757,late_stance,1.363767601221864,19.36057739797795,42.090081404658086,76.33360162650692,41.11939829323795,79.09261220824266,0.025756337094955638,0.428992353901844,-1.6934441444029216,0.035355066045784325,0.043131123011367685
5.12,FR,0.9273685467482076,swing,0.0,0.0,49.49751945064059,92.56496789246945,52.90182702625286,91.25279326808923,0.025756337094955638,0.18743029938940636,0.10257897889157563,-0.24827612728452406,0.06828502095103993
5.12,RL,0.9273685467482076,swing,0.0,0.0,49.65852992068926,92.73606845064393,52.8267721837057,91.44487774089218,0.025756337094955638,0.19639142761660588,0.09070068848906343,-0.25046323766145295,0.060639494482183
5.12,RR,0.42736854674820757,late_stance,2.237469779904804,23.91390735938471,42.06172531510262,76.26820089621772,40.606081779963475,79.93168167724109,0.025756337094955638,0.6843318215414377,-2.2019664592348156,0.10829698899069859,0.0620356732402255
5.14,FL,0.4315352134148742,late_stance,1.3298114454497352,19.455012266950497,42.23706572478932,76.3224853309015,41.24710051816907,79.06813706711304,0.04013528448760006,0.4131035402388624,-1.6838022234580103,0.05803322754226868,0.030616756530650664
5.14,FR,0.9315352134148742,swing,0.0,0.0,47.289849398615594,92.35329914968257,51.26854802605662,91.92816820928182,0.04013528448760006,0.14672333482212774,0.10981445198759565,-0.2311634424963258,0.04507589377268177
5.14,RL,0.9315352134148742,swing,0.0,0.0,47.604960884327305,92.55738069206016,51.26122957569066,92.07021842047648,0.04013528448760006,0.18074838051463105,0.09258596375058742,-0.26604991340662576,0.036165976732019454
5.14,RR,0.4315352134148742,late_stance,2.0879166730941923,23.6191596745168,42.200071897948725,76.21999354934398,40.809483554063924,79.87890019715502,0.04013528448760006,0.6315025855096773,-2.1513024624265675,0.12897687945326392,0.10984429196818682
5.16,FL,0.43570188008154087,late_stance,1.0689334549256915,20.373637495464383,42.37304915077111,76.29284563922019,41.43352240358723,79.07323458217493,0.04319407585124133,0.32788714443239986,-1.7083841458859133,0.05635144505067244,-0.014481833711689186
5.16,FR,0.9357018800815409,swing,0.0,0.0,44.926327467895426,91.73072270727313,49.37726228679344,93.0104006355125,0.04319407585124133,0.12252100305080016,0.20830721639146055,-0.2180796508768073,0.2871827205024359
5.16,RL,0.9357018800815409,swing,0.0,0.0,45.40391117640584,91.9630048440368,49.50935364316949,93.13058540773743,0.04319407585124133,0.14093588107964283,0.19862155120441427,-0.22966144471510064,0.2758425487797207
5.16,RR,0.43570188008154087,late_stance,1.8970718021104742,23.430008246918735,42.34671117687878,76.18769739430701,41.03104693470233,79.78530533167954,0.04319407585124133,0.5632960492442889,-2.1078542873225232,0.10558496700764339,0.2124933732708793
5.18,FL,0.4398685467482075,late_stance,0.9726953390760624,20.530920846606126,42.50764683984521,76.26205605724915,41.64074691695687,79.07568832015706,0.05161326177096718,0.28641665345949974,-1.7020036856544614,0.05764605394501232,0.002644366711246997
5.18,FR,0.9398685467482075,swing,0.0,0.0,42.45142329249004,90.69820778085396,47.1880206499455,94.70746147429358,0.05161326177096718,0.19553569002582094,0.17431771587004707,-0.3932602718592452,0.27067349882978814
5.18,RL,0.9398685467482075,swing,0.0,0.0,43.10461003800963,90.98316127814181,47.49565056691451,94.83577278315965,0.05161326177096718,0.19520946205727108,0.16312913317359357,-0.3587457490858733,0.25779359791346285
5.18,RR,0.4398685467482075,late_stance,1.514220477758096,23.06545225687879,42.49248475074347,76.15387952287564,41.24677647029519,79.65457792970993,0.05161326177096718,0.4661526578568117,-2.0296542991044775,0.09914872833745689,0.1993633094164738
5.2,FL,0.4440352134148742,late_stance,0.7482020578878887,20.801611880020857,42.64063835467438,76.23018702671797,41.89543922392108,79.07226171995309,0.06454626995796571,0.2027197813463405,-1.690167014584441,0.049985153497964674,0.025366525581187654
5.2,FR,0.9440352134148742,swing,0.0,0.0,39.92792371587533,89.30482465116906,44.80311680724642,96.34100717217997,0.06454626995796571,0.2648248825427486,0.13639027368297874,-0.5517286783841406,0.18295752722082206
5.2,RL,0.9440352134148742,swing,0.0,0.0,40.76851139447023,89.6658000122206,45.28194912919675,96.485672313082,0.06454626995796571,0.2108932284967291,0.13384312863217285,-0.41737812466260893,0.18316985443600636
