# t,bfl,bfr,brl,brr,wfl,wfr,wrl,wrr,roll,pitch
7.020000000000000462e+00,7.996841171236894474e-02,7.918010286662983954e-02,7.938838569407379031e-02,7.953096744969911924e-02,-2.435073725953872809e-03,-1.543812816136164168e-03,-2.502875433569976688e-03,-7.028938319023139703e-04,-5.251686713022598596e-01,7.439838887316532756e-02
7.040000000000000036e+00,7.931991150006086067e-02,7.911522692442625460e-02,7.919829073250836404e-02,7.929159794703874442e-02,-2.322149485074077174e-03,-1.448759332301034763e-03,-2.228315251308590067e-03,-1.068289654478245948e-03,-3.378655201432830268e-01,3.153335870289110388e-02
7.060000000000000497e+00,7.885401421228291352e-02,7.913158965274459666e-02,7.904577806363906334e-02,7.921265866633767083e-02,-2.139855021395058871e-03,-1.457739670560117412e-03,-1.971099480357618727e-03,-1.392250887887067079e-03,-1.295697092569520481e-01,-2.133808896546441746e-03
7.080000000000000071e+00,7.851602535396670635e-02,7.915290024883538111e-02,7.897270034256931304e-02,7.921660978074338000e-02,-1.943074207195388814e-03,-1.506465028225701525e-03,-1.769774130283879171e-03,-1.696471466402171835e-03,5.696482594095014090e-02,-3.797170871181770185e-02
7.100000000000000533e+00,7.834087271001950736e-02,7.921555469823496343e-02,7.894758834175134854e-02,7.928862942748368670e-02,-1.761342951425434039e-03,-1.564775667366475470e-03,-1.642009213749677510e-03,-1.931844031562015424e-03,2.041380480811173515e-01,-6.629670322640254798e-02
7.120000000000000107e+00,7.831055460309346850e-02,7.936027954420656061e-02,7.898772489369816630e-02,7.941115748648948369e-02,-1.642007452177730170e-03,-1.600138692317537581e-03,-1.566222693910674507e-03,-2.092067606121530976e-03,3.066519453940947937e-01,-8.152790141298114912e-02
7.140000000000000568e+00,7.835866185469364531e-02,7.947109019425317722e-02,7.919072280266911679e-02,7.953372509683563629e-02,-1.589881897134062805e-03,-1.619750211664040124e-03,-1.494530826229540504e-03,-2.220502477004587805e-03,3.471444434008866819e-01,-9.980765005241155896e-02
7.160000000000000142e+00,7.845912815522491923e-02,7.967105121570393356e-02,7.941555003505083865e-02,7.963198638546425956e-02,-1.623346384269874071e-03,-1.578751567954079366e-03,-1.435933417825989433e-03,-2.306756782896324243e-03,3.542478945036387494e-01,-1.038368094034430866e-01
7.179999999999999716e+00,7.861069736483572434e-02,7.997055958359752803e-02,7.977628849024522018e-02,7.975485721448968834e-02,-1.727323025139646667e-03,-1.467925370662061940e-03,-1.352967047627082892e-03,-2.386992328367351646e-03,3.324212986789526481e-01,-1.062747673741006316e-01
7.200000000000000178e+00,7.886647104673928654e-02,8.049533615955195565e-02,8.033502740891779181e-02,7.995548176603897716e-02,-1.915075549405731437e-03,-1.272095225901104243e-03,-1.210525811029632831e-03,-2.485315561568401249e-03,2.959438741863166245e-01,-1.020622800832967914e-01
7.219999999999999751e+00,7.919551792574629212e-02,8.118531134751419409e-02,8.100879323678827904e-02,8.020998736022413866e-02,-2.171347774554684834e-03,-1.034891935848568367e-03,-1.043965171117933188e-03,-2.609575018094896504e-03,2.551679728198223418e-01,-9.089555631437346017e-02
7.240000000000000213e+00,7.953579488344883486e-02,8.196384878531898233e-02,8.182812096859731765e-02,8.052532459616792981e-02,-2.439423913787756859e-03,-7.211999936796338606e-04,-8.619736366468171151e-04,-2.781802786030376090e-03,2.094052315165845501e-01,-9.426535121869628053e-02
7.259999999999999787e+00,7.988973713950023314e-02,8.287485190399201951e-02,8.276788086135247746e-02,8.088832607972709643e-02,-2.699768048080371241e-03,-2.773126079887860973e-04,-6.502558166910400728e-04,-2.983958388518646171e-03,1.608801553581026555e-01,-1.093343483183709663e-01
7.280000000000000249e+00,8.024136413993032679e-02,8.381428266991179654e-02,8.380800800172701071e-02,8.126251173410969919e-02,-2.929400772541061043e-03,2.533615989346905961e-04,-3.876679879988055577e-04,-3.194005113510020588e-03,1.044099336490345725e-01,-1.359307572909528583e-01
7.299999999999999822e+00,8.061630446266566941e-02,8.495824869655196898e-02,8.502409322591365781e-02,8.165543137574900190e-02,-3.132975488745633891e-03,1.021770192326725696e-03,1.456168168639110361e-06,-3.383451220947738397e-03,3.356743863565252173e-02,-1.694646308918503763e-01
7.320000000000000284e+00,8.094586079019194802e-02,8.635296260032086779e-02,8.639961918216809700e-02,8.200441988091530798e-02,-3.257303364868135293e-03,2.286956365558510257e-03,4.607728311206323035e-04,-3.558332020263108020e-03,-7.919033288393993730e-02,-2.322083151180897032e-01
7.339999999999999858e+00,8.116910231399518394e-02,8.792973639089353421e-02,8.793387265764385230e-02,8.229260335698704298e-02,-3.300319767678708271e-03,4.026111354948756771e-03,1.045120519564738532e-03,-3.707919711822080938e-03,-2.252492979268095885e-01,-3.255071634953338733e-01
7.360000000000000320e+00,8.130311975187659579e-02,8.958735111367968629e-02,8.956307397625684619e-02,8.248578421824538653e-02,-3.290492474192465572e-03,6.152731246094902962e-03,1.671991407035361421e-03,-3.827608268301838784e-03,-4.245562375434925317e-01,-4.468515720915769984e-01
7.379999999999999893e+00,8.139745405899817543e-02,9.130208225300905089e-02,9.126258315420349154e-02,8.262040579754235947e-02,-3.237769741956084829e-03,8.649250939504547764e-03,2.217215915213215788e-03,-3.920976498313116093e-03,-6.966141773631072676e-01,-6.017183802762008371e-01
7.400000000000000355e+00,8.145080749966682188e-02,9.300199784929324975e-02,9.294256284004939750e-02,8.265582443916398570e-02,-3.183366145344503767e-03,1.135420591466598100e-02,2.703202061231563258e-03,-3.976587139749004213e-03,-1.023000877217797644e+00,-7.692116763234060350e-01
7.419999999999999929e+00,8.145018732818755380e-02,9.459785776871335039e-02,9.458040799387903985e-02,8.262411857069643095e-02,-3.132539732863464516e-03,1.422637438824572026e-02,3.024970570490066735e-03,-4.002829259046242205e-03,-1.417373895774076908e+00,-9.623221445546258357e-01
7.440000000000000391e+00,8.142330505228659310e-02,9.605595634004826522e-02,9.609757781531633181e-02,8.252624025859997547e-02,-3.103179465719217711e-03,1.720585906072951213e-02,3.078085288629194699e-03,-3.995255810906702537e-03,-1.887137195693664893e+00,-1.177820998324961455e+00
7.459999999999999964e+00,8.136560973104339789e-02,9.744930848900293374e-02,9.744703620331825189e-02,8.237060298808661363e-02,-3.107890684758883582e-03,2.035328111091595782e-02,2.819035241548903392e-03,-3.958814606977442002e-03,-2.425952893743553052e+00,-1.414091748123257331e+00
7.480000000000000426e+00,8.126706673301246908e-02,9.867784053946689060e-02,9.867072336555826606e-02,8.223138474497540540e-02,-3.128293677211218399e-03,2.356213685298366722e-02,2.263108921009338026e-03,-3.893563377951658744e-03,-3.022146181983148328e+00,-1.681541825169775572e+00
7.500000000000000000e+00,8.120310845677956857e-02,9.963189289713297869e-02,9.968681973621248971e-02,8.214033710144352796e-02,-3.143490037934328074e-03,2.672749162586821742e-02,1.211151096164261171e-03,-3.826253234903584377e-03,-3.692413582996952215e+00,-1.988943035069607790e+00
7.520000000000000462e+00,8.117337203609502339e-02,1.005033715574314146e-01,1.006150359908832281e-01,8.198655193761353321e-02,-3.195908248372830024e-03,3.012403446459904419e-02,-2.690187217369230388e-04,-3.754358366881253850e-03,-4.476688144539062719e+00,-2.333710062212440928e+00
7.540000000000000036e+00,8.107953034965589834e-02,1.011793765642686610e-01,1.017043647067887441e-01,8.163848606170726052e-02,-3.234932974621240742e-03,3.326894277652511778e-02,-1.141642995224328300e-03,-3.520165076135416127e-03,-5.233059871928610107e+00,-2.619727255607243066e+00
7.560000000000000497e+00,8.094817414761777685e-02,1.015909027819462129e-01,1.024987852920056786e-01,8.113679874546760040e-02,-3.191515038672158161e-03,3.581070305401215514e-02,-1.480571272317685733e-03,-3.081502150681703078e-03,-5.863308319074256758e+00,-2.793375235757267649e+00
7.580000000000000071e+00,8.073296168651152016e-02,1.018113852020429144e-01,1.030399687937617603e-01,8.065872856246088241e-02,-3.109094626822347246e-03,3.789599739492308106e-02,-1.693907121522463671e-03,-2.646334112177801956e-03,-6.381147503195986559e+00,-2.922381427748084182e+00
7.600000000000000533e+00,8.047936212236145304e-02,1.018595095707165998e-01,1.033625877824804334e-01,8.025723012220861707e-02,-3.019705278386724395e-03,3.947329633104347535e-02,-1.891372526877131005e-03,-2.295417158625214643e-03,-6.783533232791422840e+00,-3.021903951786686360e+00
7.620000000000000107e+00,8.026315026349897797e-02,1.016257998248153160e-01,1.033860366593355451e-01,7.989609589393859013e-02,-2.951782015141471427e-03,4.035685445577030794e-02,-2.090287255333094646e-03,-2.010719092136376007e-03,-7.064235346471321897e+00,-3.076191186665036881e+00
7.640000000000000568e+00,8.011693359646096524e-02,1.012319717606928737e-01,1.031512251510887379e-01,7.959270208468459396e-02,-2.923529522227564376e-03,4.066290155553442531e-02,-2.278210596920682285e-03,-1.783416109799294130e-03,-7.226365377142276003e+00,-3.085525175318920788e+00
7.660000000000000142e+00,7.993694591424239937e-02,1.006280049954860756e-01,1.025929485567438626e-01,7.931285696420116438e-02,-2.940672999818032263e-03,4.040542626569593870e-02,-2.444963933584065607e-03,-1.613338158779373949e-03,-7.253768716276133510e+00,-3.058383591837189108e+00
7.679999999999999716e+00,7.985836132672217980e-02,9.984277169845619249e-02,1.017549380362392231e-01,7.914114580288869605e-02,-2.917541650914557555e-03,3.960368072116444982e-02,-2.607358413171247807e-03,-1.466560227443403086e-03,-7.151370092465237249e+00,-2.992947311363348906e+00
7.700000000000000178e+00,7.986291732587368075e-02,9.878700756636464575e-02,1.005311404385036828e-01,7.910124622746150802e-02,-2.858269699686968174e-03,3.790791511559025995e-02,-2.730611847877238013e-03,-1.370400412789067601e-03,-6.864417386377116514e+00,-2.864782005457799929e+00
7.719999999999999751e+00,7.992387731893584035e-02,9.757188022510168701e-02,9.907058238454669041e-02,7.913852229693581208e-02,-2.826815730807636512e-03,3.548513972275921247e-02,-2.742008800674961000e-03,-1.367596702175948031e-03,-6.420475668704072270e+00,-2.675707576914028163e+00
7.740000000000000213e+00,8.004429787415817676e-02,9.626042808061092970e-02,9.741179197344262963e-02,7.919440494227358851e-02,-2.826375780720404018e-03,3.249742544365247232e-02,-2.672369147417367335e-03,-1.424062358297336489e-03,-5.868183547380473541e+00,-2.431272400849119553e+00
7.759999999999999787e+00,8.015792014782172070e-02,9.482758273091022871e-02,9.563525964918245803e-02,7.934263355436679821e-02,-2.830478290263106073e-03,2.893077707237026036e-02,-2.502409906494234421e-03,-1.565559673113493117e-03,-5.191441995467312331e+00,-2.152438640328024455e+00
7.780000000000000249e+00,8.032173931149719226e-02,9.330360159047804136e-02,9.368529506097733606e-02,7.952909700744062449e-02,-2.844114703472070543e-03,2.481500901343787480e-02,-2.254981309165307590e-03,-1.785355812415165278e-03,-4.405161693229898923e+00,-1.829339685225997769e+00
7.799999999999999822e+00,8.049639586658309531e-02,9.169404552278415110e-02,9.159070539522247423e-02,7.978787749846208421e-02,-2.872018364028360027e-03,2.019641737305847423e-02,-1.916762975637906208e-03,-2.018182266804075670e-03,-3.522322909559066240e+00,-1.464491027868346285e+00
7.820000000000000284e+00,8.069002593052972128e-02,9.005991569505319982e-02,8.959907435369596218e-02,8.006364267566074000e-02,-2.916508592957327284e-03,1.520486612315493508e-02,-1.259674540260647541e-03,-2.263044298744701366e-03,-2.566332779309203005e+00,-1.058316653328359003e+00
7.839999999999999858e+00,8.080668998969325889e-02,8.839445185161096119e-02,8.779594466337511949e-02,8.035431859066161087e-02,-2.959581865726902683e-03,9.893123227358417010e-03,-1.367515789977222229e-04,-2.500834317011674246e-03,-1.526414104473380329e+00,-6.147504262657145224e-01
7.860000000000000320e+00,8.084729901541368169e-02,8.664323579095020711e-02,8.635546059817546249e-02,8.090004737307227023e-02,-2.961311326618174672e-03,4.537130180192177481e-03,1.046245567282291788e-03,-2.852938235734091277e-03,-4.809669864853419741e-01,-2.278928105009351557e-01
7.879999999999999893e+00,8.101340562857775596e-02,8.507823106101224109e-02,8.489641238098294407e-02,8.135312692417859259e-02,-2.961371429387179427e-03,-3.879315901863002181e-04,1.722751931528942321e-03,-3.317531451528500652e-03,4.343334128946787498e-01,1.191205097555091685e-01
7.900000000000000355e+00,8.049761319585638231e-02,8.453085399990739601e-02,8.351835169694962757e-02,8.127781539350836804e-02,-2.758489679206922729e-03,-2.630128991155548934e-03,2.421845985209152702e-03,-3.584093160162494379e-03,1.113276028468834111e+00,3.359403778615320246e-01
7.919999999999999929e+00,7.963387968847722431e-02,8.333604217267960579e-02,8.213947661399052802e-02,8.065507241996990040e-02,-2.052875197294325854e-03,-3.329946524340966774e-03,2.804519450515671752e-03,-3.472700944220905028e-03,1.422137122412901356e+00,3.723644004888254089e-01
7.940000000000000391e+00,7.905027144253615190e-02,8.192209695156497939e-02,8.082116921677091892e-02,7.987707416788598913e-02,-1.422134450564375985e-03,-3.438802217667825956e-03,2.507421397989331724e-03,-3.129943915479688199e-03,1.399337542411519753e+00,3.431360381402148718e-01
7.959999999999999964e+00,7.879818345175751415e-02,8.058312615544341306e-02,7.967741370674299994e-02,7.929013157648254206e-02,-1.121360111615940514e-03,-3.285102714306237237e-03,1.407707565184317111e-03,-2.774776962413218195e-03,1.134316861766190732e+00,2.614365111718282009e-01
7.980000000000000426e+00,7.883357771689838978e-02,7.943167687677760158e-02,7.876531305837940200e-02,7.903269383294513062e-02,-1.157330748594639219e-03,-2.964673001370050909e-03,-4.551044504920061240e-04,-2.529811146619587864e-03,6.979431880651947306e-01,1.225640852479859128e-01
8.000000000000000000e+00,7.890173702148278734e-02,7.867239339111165020e-02,7.877941386012503322e-02,7.881199907876049182e-02,-1.388615376174167498e-03,-2.569418322758788842e-03,-1.353817957830807939e-03,-2.252497820812618401e-03,2.786483172966617849e-01,2.685010070259432127e-02
8.019999999999999574e+00,7.894159252258739490e-02,7.818672592521862252e-02,7.900471366091574299e-02,7.864366696099746312e-02,-1.626713341728706214e-03,-2.134549230541224474e-03,-1.739894448308593883e-03,-1.875928671533744208e-03,-6.619513706459791147e-02,-2.685102664064270214e-02
8.040000000000000924e+00,7.899131792490249326e-02,7.794803061300831226e-02,7.921253597321037399e-02,7.859774862875898438e-02,-1.804060335457859099e-03,-1.723006154766192066e-03,-2.034647137516679138e-03,-1.587026469927477201e-03,-3.171198429801224683e-01,-7.063518923324541010e-02
8.060000000000000497e+00,7.902888656522456812e-02,7.787551261311295714e-02,7.938187148398459514e-02,7.864660143275174764e-02,-1.903371161642110343e-03,-1.415484975622296332e-03,-2.260396474166342928e-03,-1.448658188364124882e-03,-4.635901300038885453e-01,-1.107250724117634089e-01
8.080000000000000071e+00,7.907393886668792615e-02,7.790317775697297442e-02,7.951842329204561466e-02,7.877877122664610210e-02,-1.917069762021474111e-03,-1.266178536537088811e-03,-2.382137538050187187e-03,-1.419552930337953517e-03,-5.128274246767975386e-01,-1.418151319801475851e-01
8.099999999999999645e+00,7.932758720560494081e-02,7.806177512004199015e-02,7.965677158950176806e-02,7.904087630662084973e-02,-1.803484254450229279e-03,-1.296460197295765809e-03,-2.431663761788088046e-03,-1.404280330371269342e-03,-4.971395235591171691e-01,-1.496126150488360784e-01
8.120000000000000995e+00,7.968811676012144130e-02,7.825946606471721745e-02,7.979628764454785306e-02,7.944345022997190142e-02,-1.616915020414715076e-03,-1.463220576903040415e-03,-2.470524932725991912e-03,-1.374358181309043303e-03,-4.415438964992307591e-01,-1.500289981591236554e-01
8.140000000000000568e+00,8.015048257193507775e-02,7.851876253938645800e-02,7.998060594750704133e-02,8.004572270611748364e-02,-1.385467899688273136e-03,-1.705812607446167278e-03,-2.527013319447456163e-03,-1.287370973687064490e-03,-3.622860215991631216e-01,-1.517779443119515459e-01
8.160000000000000142e+00,8.082234914203864640e-02,7.888929755156895429e-02,8.019148151047958417e-02,8.071783590106149098e-02,-1.108339414099050041e-03,-1.998947397597084646e-03,-2.607430122584006305e-03,-1.165856122219897234e-03,-2.854949201030011485e-01,-1.359313188929321958e-01
8.179999999999999716e+00,8.164887127391244614e-02,7.928695520468792557e-02,8.051307315524934560e-02,8.152615201994857508e-02,-7.871329489677510172e-04,-2.326591508232972449e-03,-2.712434534291235932e-03,-9.959617289856843858e-04,-2.223384335499746511e-01,-1.231267429872011793e-01
8.199999999999999289e+00,8.256620291296648539e-02,7.967579902662982883e-02,8.095342195291704845e-02,8.246148163257810415e-02,-4.121576221218711811e-04,-2.641158209757993314e-03,-2.843190093553205761e-03,-7.981179237862359721e-04,-1.751699071107241934e-01,-1.273126412852503830e-01
8.220000000000000639e+00,8.352446788454720439e-02,8.004589217878088636e-02,8.140963444163415441e-02,8.350138289705630323e-02,6.675997621182969133e-05,-2.893789734010578790e-03,-3.044999734458882223e-03,-5.777873141301487214e-04,-1.322256939701884626e-01,-1.541997430250353074e-01
8.240000000000000213e+00,8.456455204950608096e-02,8.043049268550568620e-02,8.191384340425636457e-02,8.466850080841104020e-02,5.802086948664374189e-04,-3.100257550795338518e-03,-3.251800282379292695e-03,-2.220587097355730677e-04,-1.080162554353456122e-01,-1.840354931636726532e-01
8.259999999999999787e+00,8.595838438259106873e-02,8.078353057961416839e-02,8.243165791302346779e-02,8.606799869972220351e-02,1.646137015952325172e-03,-3.249932713551999253e-03,-3.447140406948948077e-03,2.199414615377537352e-04,-4.804290088028488614e-02,-2.462187251786372988e-01
8.279999999999999361e+00,8.758137188329362388e-02,8.107217412753714436e-02,8.280188208976768660e-02,8.765316636441598808e-02,3.281359181631554600e-03,-3.318600143697687105e-03,-3.640241541218173366e-03,7.865229605316763350e-04,6.915935319345786758e-02,-3.374794438769362359e-01
8.300000000000000711e+00,8.919200058838079592e-02,8.126215928171826031e-02,8.303555047123972743e-02,8.930527968098386782e-02,5.240558054263603355e-03,-3.323596373602522025e-03,-3.786138313849690684e-03,1.417582186994531535e-03,2.395520548517622583e-01,-4.531276481268128875e-01
8.320000000000000284e+00,9.085627967491080592e-02,8.134817313879585954e-02,8.319580026484710289e-02,9.102337138067763400e-02,7.647318402129506948e-03,-3.285566637655775585e-03,-3.881924456450309979e-03,1.971190410905158258e-03,4.851866402851744420e-01,-6.108556760500749583e-01
8.339999999999999858e+00,9.257025561997610230e-02,8.140821122273768362e-02,8.322137053198590262e-02,9.264320520938423842e-02,1.047411575266405173e-02,-3.218578187207100233e-03,-3.963888829925595741e-03,2.253079786728062750e-03,8.229346811100538561e-01,-8.013389227662561787e-01
8.359999999999999432e+00,9.416712034774639417e-02,8.136251802712758663e-02,8.316989432555593753e-02,9.416179952112520291e-02,1.342057167318761943e-02,-3.156872590477626667e-03,-4.008542141836740624e-03,2.412586527816586862e-03,1.202213956404396766e+00,-1.008748475654730248e+00
8.380000000000000782e+00,9.567870655287562254e-02,8.130899273890034029e-02,8.303757987421281350e-02,9.565523500509245935e-02,1.651476579892748042e-02,-3.119837378209842221e-03,-4.005227537513322139e-03,2.429652304930324941e-03,1.659179135187903720e+00,-1.231708180880014325e+00
8.400000000000000355e+00,9.708044101028423523e-02,8.124117748031545183e-02,8.286417486692004841e-02,9.707075707183764057e-02,1.973994143220800246e-02,-3.123845000942579442e-03,-3.964604797291455124e-03,2.221786608367949667e-03,2.190298950995870353e+00,-1.475334168265371781e+00
8.419999999999999929e+00,9.828355853956072252e-02,8.118933301028320726e-02,8.268980026820425822e-02,9.829301226550196668e-02,2.302848683716590336e-02,-3.114905635668407946e-03,-3.910772948584658598e-03,1.572119677184780767e-03,2.802708134506006310e+00,-1.755065724733367194e+00
8.439999999999999503e+00,9.931839887227020269e-02,8.117941935097791606e-02,8.249984613017376234e-02,9.933746114018879303e-02,2.637267415329335937e-02,-3.112205621260105692e-03,-3.861651376125995599e-03,4.772031898025615171e-04,3.502030685380047803e+00,-2.066692599214264625e+00
8.460000000000000853e+00,1.002970034075849892e-01,8.109661729432171562e-02,8.231806921154966039e-02,1.005382165802262279e-01,2.983264149765321033e-02,-3.136144339549031684e-03,-3.782836782215855814e-03,-5.977962383212249986e-04,4.244119895811945931e+00,-2.399740296887852065e+00
8.480000000000000426e+00,1.010466767381380249e-01,8.094403529542351650e-02,8.203258998934494228e-02,1.017112132357257531e-01,3.274409742703184023e-02,-3.136427641591020554e-03,-3.509947931043488206e-03,-1.029254549140955211e-03,4.879303634438251436e+00,-2.637741970558827642e+00
8.500000000000000000e+00,1.016664477755127582e-01,8.072290084901893870e-02,8.171834782868159230e-02,1.027336119756833005e-01,3.529746560402703681e-02,-3.113011352708291990e-03,-3.142552895819786252e-03,-1.194504651963728542e-03,5.439958875405952909e+00,-2.820753289258192797e+00
8.519999999999999574e+00,1.018662050908489686e-01,8.045047734298917119e-02,8.144367975255062397e-02,1.034822422501910505e-01,3.709721807355387257e-02,-3.071276649117833657e-03,-2.800081181966732752e-03,-1.339255656619315477e-03,5.904742787324219755e+00,-2.972746411263251343e+00
8.540000000000000924e+00,1.018630592250462652e-01,8.021640289239356791e-02,8.121312242038383755e-02,1.039669175801229417e-01,3.839398282459399736e-02,-3.024595192156302736e-03,-2.497438755223770068e-03,-1.522258372303100099e-03,6.286056133322512451e+00,-3.086983277793045488e+00
8.560000000000000497e+00,1.017976304668990611e-01,8.014488808161614186e-02,8.108159459856319196e-02,1.042826846706552263e-01,3.926320195894691251e-02,-2.949506599211254576e-03,-2.248127375971263608e-03,-1.746554908036213050e-03,6.594445740005581591e+00,-3.158792138043716502e+00
8.580000000000000071e+00,1.016161271504485847e-01,8.005625001231272964e-02,8.089981458987904883e-02,1.043492801848372731e-01,3.977781102369573607e-02,-2.938857446889535374e-03,-2.066247494588370481e-03,-1.943853103450784992e-03,6.820229888215572522e+00,-3.189248444621994416e+00
8.599999999999999645e+00,1.010055093145374727e-01,7.994936215700072790e-02,8.072960823160388322e-02,1.040439033866633195e-01,3.955264934698088375e-02,-2.934582116178904854e-03,-1.902274593906332772e-03,-2.160400915379018932e-03,6.935022654283341303e+00,-3.179782590342696835e+00
8.620000000000000995e+00,1.002054811977270282e-01,7.986078001936022797e-02,8.061346175626570021e-02,1.034292175356411325e-01,3.875451699697526897e-02,-2.924363940738985979e-03,-1.758309358097294439e-03,-2.329572563703613541e-03,6.921798392283320389e+00,-3.125375780053026631e+00
8.640000000000000568e+00,9.915407707726481279e-02,7.983287811836570214e-02,8.054329014903177653e-02,1.025243354434825505e-01,3.727420179904827879e-02,-2.883337256503280127e-03,-1.678394453594741348e-03,-2.443628452135720996e-03,6.771380351087330496e+00,-3.027527906482668119e+00
8.660000000000000142e+00,9.805602252919709549e-02,7.984902318166166302e-02,8.052779314267805022e-02,1.013780249210215895e-01,3.533689965828896995e-02,-2.876620169781844705e-03,-1.631991602742206143e-03,-2.485665953097574571e-03,6.497444573353142516e+00,-2.881554439986310001e+00
8.679999999999999716e+00,9.688678685892157527e-02,7.985283646415630709e-02,8.056274119512424337e-02,1.000081445080626824e-01,3.301037150217898258e-02,-2.897519330154321726e-03,-1.631421182007326831e-03,-2.470230867185643081e-03,6.106978937504059957e+00,-2.698948869673149620e+00
8.700000000000001066e+00,9.542661497687149330e-02,7.986624538480283086e-02,8.060328117967147099e-02,9.831276209382591724e-02,2.999842550299663957e-02,-2.912692423269747088e-03,-1.663343456118390740e-03,-2.428235423032370360e-03,5.591315553784206749e+00,-2.467392749374400562e+00
8.720000000000000639e+00,9.390800452556040401e-02,7.991738169193750296e-02,8.071965295401128948e-02,9.647251684899599278e-02,2.656560005471345076e-02,-2.917899199994772319e-03,-1.738383055907052888e-03,-2.306687610748151679e-03,4.964674738754255578e+00,-2.202575820027850906e+00
8.740000000000000213e+00,9.234203046273939397e-02,8.009103354308062805e-02,8.084638477818527347e-02,9.452107828659085664e-02,2.269581524379460716e-02,-2.921093955934803144e-03,-1.878868640366911091e-03,-2.130151221050518434e-03,4.258898821109457167e+00,-1.894789622027514442e+00
8.759999999999999787e+00,9.067572806122897733e-02,8.024104447366635362e-02,8.096702158181894038e-02,9.250384537620984227e-02,1.848065035706864673e-02,-2.980314089412960943e-03,-2.056445901964167045e-03,-1.876717845893674519e-03,3.490847045389301240e+00,-1.559490029523489474e+00
8.779999999999999361e+00,8.896528144010593109e-02,8.037801154415674665e-02,8.112637699251738777e-02,9.049059757898472722e-02,1.403009770927866190e-02,-3.057240964595114852e-03,-2.249827520511549911e-03,-1.523341396541241788e-03,2.669416944252270163e+00,-1.209753052817807317e+00
8.800000000000000711e+00,8.732385573439455095e-02,8.052937931184882270e-02,8.130172052483790324e-02,8.850854331440680123e-02,9.502279300935410900e-03,-3.105096740480352280e-03,-2.444094505455261801e-03,-1.044837000053325249e-03,1.807003797641185017e+00,-8.426189557562572263e-01
8.820000000000000284e+00,8.569850881734199233e-02,8.068112542635925977e-02,8.148037693835843975e-02,8.661655081632171904e-02,4.789737500493645300e-03,-3.154105689349425562e-03,-2.603135902175552491e-03,-3.177306755471967503e-04,8.991165315820559556e-01,-4.473447612271095331e-01
8.839999999999999858e+00,8.412811269988813845e-02,8.089362900070218299e-02,8.154306546655967769e-02,8.472163853625237773e-02,3.270399262450714162e-04,-3.204403537402707169e-03,-2.792445429084230990e-03,1.905733460488973074e-04,7.707465695146777096e-02,-7.022971037586767107e-02
8.859999999999999432e+00,8.326246506603776631e-02,8.070672525074459869e-02,8.128973949854280401e-02,8.298330700334261012e-02,-1.971049849068564480e-03,-3.112127442978101372e-03,-3.092196995692943207e-03,7.512843800350221812e-06,-4.424578625295343404e-01,1.247117156528178422e-01
8.880000000000000782e+00,8.223482471685338024e-02,7.999733568049426091e-02,8.062688279655282064e-02,8.154626122351965600e-02,-2.670581210351359591e-03,-2.526156727996456408e-03,-3.205245995666575892e-03,5.159916575529777116e-05,-7.529921073845288193e-01,1.574532800969236090e-01
8.900000000000000355e+00,8.109192800367640008e-02,7.943089666769320711e-02,7.992197036815409938e-02,8.032725978634921993e-02,-2.882552195484527902e-03,-1.854768366940331981e-03,-3.088045130141818528e-03,-6.672435406945148584e-05,-8.520205420463974333e-01,1.393357259346665045e-01
8.919999999999999929e+00,8.020867119061673989e-02,7.906279939711594040e-02,7.942214999747110316e-02,7.945126074227690238e-02,-2.906826582387441599e-03,-1.374755521106201667e-03,-2.850728925889726290e-03,-2.143366435850037333e-04,-8.502438676889079172e-01,1.200244042045342102e-01
8.939999999999999503e+00,7.946167740609698382e-02,7.890441435809225634e-02,7.916913403452571774e-02,7.892103613475226487e-02,-2.833145092475682081e-03,-1.137563765473470490e-03,-2.569371234165451767e-03,-6.179446713143292580e-04,-7.165325822224487551e-01,7.908759684511605659e-02
8.960000000000000853e+00,7.888702911793871175e-02,7.890684818800972056e-02,7.899579501092711398e-02,7.873614710806076111e-02,-2.653860025975930681e-03,-1.094079210982076833e-03,-2.281970821843230107e-03,-1.032105788614959968e-03,-4.913192423896808325e-01,3.729306044829347466e-02
8.980000000000000426e+00,7.849204532046373528e-02,7.899072806871459962e-02,7.887784707971259857e-02,7.876280386735733108e-02,-2.407533786446119928e-03,-1.166439650739113654e-03,-2.000473043446995142e-03,-1.378393700743756750e-03,-2.393567665147806334e-01,3.625777376140836093e-03
9.000000000000000000e+00,7.828210803144414198e-02,7.909834182615776976e-02,7.882779116302002231e-02,7.892945982104959679e-02,-2.113717876747658181e-03,-1.311024799963568521e-03,-1.787905457948546495e-03,-1.680377925386361548e-03,-2.127733428968067101e-04,-2.959314842819352545e-02
9.019999999999999574e+00,7.821171634286784580e-02,7.922069031896276925e-02,7.884781060295729949e-02,7.913542990782948539e-02,-1.846882594566896796e-03,-1.466304592111992988e-03,-1.640028357476428639e-03,-1.936004028080938466e-03,1.934599908890477227e-01,-5.796267047602007144e-02
9.040000000000000924e+00,7.823972369577204822e-02,7.942540735281013176e-02,7.895257238641485709e-02,7.930901746809172759e-02,-1.679943508311597389e-03,-1.551511151494378016e-03,-1.520807766018129892e-03,-2.158038056435485769e-03,3.286990018931695290e-01,-7.444004851011959412e-02
