# time,x,roll,pitch,fl_mm,fr_mm,rl_mm,rr_mm
4.759999999999999787e+00,-1.812235122131797618e-02,-7.481187538883295929e+01,-2.601138243957983764e+00,1.019984684243149697e+00,1.663475386420611812e+02,-3.683662954497998854e+00,1.557288866781258605e+02
4.780000000000000249e+00,-1.262853480078427598e-02,-8.052853586576526368e+01,-2.492566552277382108e+00,3.286323570529693594e+00,1.777264879312154449e+02,-2.730947095763734733e+00,1.680129937143435939e+02
4.799999999999999822e+00,-5.525000681432021450e-03,-8.671411656775214283e+01,-2.360462658057229657e+00,7.042169622876754964e+00,1.882200297776812192e+02,-2.981153858338941864e-01,1.771547831616940698e+02
4.820000000000000284e+00,3.365340314152287168e-03,-9.339305275719506483e+01,-1.549584567211545805e+00,1.099058153724218023e+01,1.962185765298159197e+02,3.722293958814092196e+00,1.829773978361776017e+02
4.839999999999999858e+00,1.046249710283594751e-02,-1.005439526437040172e+02,4.797327965851683751e-01,2.636922969961230478e+01,2.055352292887950227e+02,2.652328027795316956e+01,2.011543304989614853e+02
4.860000000000000320e+00,7.381123635917553709e-03,-1.085204924281717922e+02,3.484245997174268417e-01,5.560754762226223846e+01,2.329329301520430135e+02,5.640839147536184583e+01,2.184869608161048689e+02
4.879999999999999893e+00,2.855556676208373130e-03,-1.163923239305506172e+02,2.038374816195331340e-01,8.065833060816497380e+01,2.541509636958405736e+02,8.621200591349462172e+01,2.279634805960051551e+02
4.900000000000000355e+00,-2.786254000738657127e-03,-1.242541048135053501e+02,9.737592327198639486e-02,1.032717567390009066e+02,2.672591764420608911e+02,1.122472285348923293e+02,2.302804919456800405e+02
4.919999999999999929e+00,-1.028373504496414050e-02,-1.321878614762415793e+02,1.612145207980482040e-02,1.257092936905983009e+02,2.760693398390774291e+02,1.366947890122592071e+02,2.292343364226475160e+02
4.940000000000000391e+00,-1.770211400601651511e-02,-1.390422179477069449e+02,1.282143074266683946e-02,1.508945832222154309e+02,2.882131356830199138e+02,1.637462006642783763e+02,2.344160738599790363e+02
4.959999999999999964e+00,-2.547845700031481017e-02,-1.455917740829102627e+02,-8.632191387696453930e-03,1.746568353324326779e+02,2.950580417728415341e+02,1.883854873985604002e+02,2.363520601224515474e+02
4.980000000000000426e+00,-3.350820107866622072e-02,-1.520917293455708830e+02,7.413484892495208513e-04,1.946175144934561558e+02,2.971719425080206634e+02,2.088571391775924724e+02,2.359051374763764670e+02
5.000000000000000000e+00,-4.199568877465888195e-02,-1.585750844887633377e+02,1.788727650772910542e-03,2.120496167600316824e+02,2.954304291761947638e+02,2.264267559591759209e+02,2.338951512570049260e+02
5.020000000000000462e+00,-5.093338734314200450e-02,-1.652098510558186035e+02,2.365964990679990539e-04,2.269916825269964704e+02,2.894771521883698142e+02,2.410914947184109849e+02,2.300967013737183890e+02
5.040000000000000036e+00,-6.041201908297633150e-02,-1.721356971655106918e+02,-4.701299679710990113e-04,2.390070172470832972e+02,2.787569971668074231e+02,2.526141444912328211e+02,2.239260045820248308e+02
5.060000000000000497e+00,-7.051207050892936701e-02,-1.795002916262204451e+02,-1.004251805417240772e-03,2.474762862574762039e+02,2.623736458997619252e+02,2.603578519501397182e+02,2.145935613535094433e+02
5.080000000000000071e+00,-7.731076108747959863e-02,1.754046694679510097e+02,2.104869930734461388e-03,2.584511712705079276e+02,2.534103315608421383e+02,2.704271105463922709e+02,2.149254280528538175e+02
5.100000000000000533e+00,-8.320100287773239678e-02,1.710771138626211325e+02,4.540937316658052037e-05,2.696301026816556146e+02,2.502420713136915822e+02,2.805896868721646911e+02,2.216452084143375885e+02
5.120000000000000107e+00,-8.850537361624044586e-02,1.671683874445052993e+02,7.838467660375783574e-04,2.769555313190107313e+02,2.444313563726740597e+02,2.869372223341796371e+02,2.253913620698623106e+02
5.139999999999999680e+00,-9.322430372714703151e-02,1.636995497972464193e+02,-2.102127861924245594e-03,2.823338073696351671e+02,2.378924293221322444e+02,2.912514852112598192e+02,2.255480983524810767e+02
5.160000000000000142e+00,-9.741213704757394065e-02,1.605817911170451282e+02,-1.464027575289076428e-04,2.862597275277429389e+02,2.311618567497122569e+02,2.941574087970205369e+02,2.220237750887484935e+02
5.179999999999999716e+00,-1.012146420488038989e-01,1.577322471208735237e+02,-2.555255354546660026e-04,2.890172435279703222e+02,2.243093292584062510e+02,2.959904321522472515e+02,2.169525832961759022e+02
5.200000000000000178e+00,-1.047112954376720195e-01,1.550851196301675543e+02,-2.362103673186780815e-05,2.908727178002508822e+02,2.173967469347128088e+02,2.969910835861720102e+02,2.112666283889388978e+02
5.219999999999999751e+00,-1.079887172902990744e-01,1.525717196991013225e+02,-4.938732273660292492e-04,2.920227390121286817e+02,2.103871455277990776e+02,2.972889227247942472e+02,2.052179276193342332e+02
5.240000000000000213e+00,-1.111086750504019921e-01,1.501444050694168766e+02,-2.398022952152729416e-04,2.925914176400968927e+02,2.031899160333081511e+02,2.970364871556597564e+02,1.988883427926963066e+02
5.259999999999999787e+00,-1.141394237835145764e-01,1.477457105569027078e+02,5.180766077840849061e-04,2.924600819046465858e+02,1.957062939396669208e+02,2.962279058782467018e+02,1.920346458183349512e+02
5.280000000000000249e+00,-1.171583722512754833e-01,1.453247339026079885e+02,-6.390082962675499266e-04,2.917235566018366626e+02,1.877613643095446605e+02,2.948730293318258759e+02,1.847638484241249444e+02
5.299999999999999822e+00,-1.202070273483028806e-01,1.428267554582616583e+02,-2.801108360719260196e-04,2.903412809893912367e+02,1.792055798483359581e+02,2.928677861887902054e+02,1.767678943837234726e+02
5.320000000000000284e+00,-1.233368570121965296e-01,1.401992980325686347e+02,9.082058990990513232e-05,2.880732819283089157e+02,1.698427906697708636e+02,2.901657788050314934e+02,1.678242182733751804e+02
5.339999999999999858e+00,-1.266070157415710995e-01,1.373841947027956962e+02,-4.761541513083579415e-04,2.848954148794915682e+02,1.593695947228459602e+02,2.865722298541983832e+02,1.578025814164236635e+02
5.360000000000000320e+00,-1.300382983763185563e-01,1.343247142285799782e+02,-3.251420179814557053e-05,2.806013132247338149e+02,1.475219109695209738e+02,2.818529347717760061e+02,1.463387979461161592e+02
5.379999999999999893e+00,-1.336611549302917090e-01,1.309577905310688664e+02,9.833190650691484968e-04,2.747591567623415472e+02,1.339757407961596982e+02,2.757069460679311419e+02,1.331061833285569946e+02
5.400000000000000355e+00,-1.369111323266872515e-01,1.278171310218149301e+02,-1.057719060558413339e-02,2.699255419359105872e+02,1.241965742843747620e+02,2.705025412419626036e+02,1.235488283557609179e+02
5.419999999999999929e+00,-1.395663052599448450e-01,1.251045771627643433e+02,-7.023876958956253892e-03,2.672795969627722457e+02,1.165263631874875188e+02,2.676764288462556465e+02,1.161805932819285374e+02
5.440000000000000391e+00,-1.418803528979539763e-01,1.226737620899379095e+02,-5.808965520571435920e-03,2.641864462616339893e+02,1.089560154524558158e+02,2.644387758238975152e+02,1.087714237876824939e+02
5.459999999999999964e+00,-1.439104024216829869e-01,1.204734883710831070e+02,-5.515681364578932724e-03,2.608279730578178146e+02,1.018221690529649806e+02,2.609771945414308902e+02,1.017329467417260105e+02
5.480000000000000426e+00,-1.457107020351908477e-01,1.184624615662930438e+02,-5.689804861240419821e-03,2.573771777559945804e+02,9.516444385031903153e+01,2.574575626031238471e+02,9.513524719022640852e+01
5.500000000000000000e+00,-1.473161688752624432e-01,1.166038734769643241e+02,-5.301552852820531382e-03,2.539065677128762957e+02,8.890588458106026337e+01,2.539395924236423241e+02,8.892202263246525717e+01
5.520000000000000462e+00,-1.487761595689044980e-01,1.148582446173667932e+02,-4.734336616976394900e-03,2.503908244287756872e+02,8.294510180221980988e+01,2.503918818156452630e+02,8.299083891211905950e+01
5.540000000000000036e+00,-1.501282685925046101e-01,1.131931158082340119e+02,-4.510129626867636667e-03,2.468099258600991561e+02,7.719780072882750233e+01,2.467944767394254484e+02,7.725681067355465359e+01
5.560000000000000497e+00,-1.513995402440618254e-01,1.115772939983931451e+02,-4.342313592316161819e-03,2.431403400794452807e+02,7.156702089273453282e+01,2.431172602555644175e+02,7.163210720826609190e+01
5.580000000000000071e+00,-1.526150130337294575e-01,1.099799954260593609e+02,-4.156750417097335691e-03,2.393304724747588352e+02,6.594789865082222491e+01,2.393046864499642652e+02,6.601543064827720286e+01
5.600000000000000533e+00,-1.537972616611814614e-01,1.083706851320489903e+02,-3.963730741032831829e-03,2.352936129700468086e+02,6.021810569404935620e+01,2.352673252491570111e+02,6.028615538423106557e+01
5.620000000000000107e+00,-1.549658884861612462e-01,1.067185973922592126e+02,-3.768638927186074815e-03,2.309568072595882882e+02,5.427635485155096973e+01,2.309310821843355939e+02,5.434326128499557029e+01
5.639999999999999680e+00,-1.561374268701122003e-01,1.049922042970103178e+02,-3.568800617320418318e-03,2.262144355256584731e+02,4.802900006569310420e+01,2.261898360096635940e+02,4.809400605639535797e+01
5.660000000000000142e+00,-1.573251077112388097e-01,1.031586702298626648e+02,-3.359711703855889405e-03,2.209677775555787491e+02,4.135727881307414577e+01,2.209446036832715947e+02,4.141975173869251137e+01
5.679999999999999716e+00,-1.585382993928976247e-01,1.011832948444961318e+02,-3.137165996190088672e-03,2.150789848984064747e+02,3.412597064490628895e+01,2.150574444175067583e+02,3.418566594769293943e+01
5.700000000000000178e+00,-1.597815349535109397e-01,9.902894305644329620e+01,-2.897767759933753389e-03,2.083638320694735455e+02,2.617281108880668228e+01,2.083441017756956057e+02,2.622841688612469824e+01
5.719999999999999751e+00,-1.610530233671068623e-01,9.665546098485195614e+01,-2.639371605315160140e-03,2.006185902583166296e+02,1.737983379914868820e+01,2.006008612413802723e+02,1.743047790480063952e+01
5.740000000000000213e+00,-1.623425229248118551e-01,9.401904784614001187e+01,-2.361918201955500243e-03,1.916050743902294471e+02,7.525140536478132525e+00,1.915893973420775183e+02,7.569621051320755356e+00
5.759999999999999787e+00,-1.636264620735339570e-01,9.106744124575752153e+01,-6.291295820504410642e-03,1.809303441583547851e+02,-2.583126667900490059e+00,1.808965208583508399e+02,-2.548970517027460136e+00
5.780000000000000249e+00,-1.648252453184877453e-01,8.933007710029838222e+01,2.038901457776444003e-03,1.723457417010332904e+02,-4.747680521127844777e+00,1.721920323270286133e+02,-4.732079591062698931e+00
5.799999999999999822e+00,-1.652404635929377863e-01,8.921027786950857319e+01,1.377988394025151178e-03,1.711005006747236621e+02,-4.134875771595474703e+00,1.711464663351754893e+02,-4.097485356156699510e+00
5.820000000000000284e+00,-1.650830008957571426e-01,8.996619720163491252e+01,-2.283178455851516114e-03,1.745717544917920918e+02,-2.977595385788678328e+00,1.746145798591355174e+02,-2.954027330326135736e+00
5.839999999999999858e+00,-1.648556612840840208e-01,9.082035990601775666e+01,-2.563513736045350006e-03,1.788091078706403039e+02,-1.847349377141534799e+00,1.788079165107598385e+02,-1.851109372145311127e+00
5.860000000000000320e+00,-1.646816496515077777e-01,9.138210799609288415e+01,-1.862816465582354782e-03,1.815403179785457155e+02,-1.016407070664367085e+00,1.815311286731750045e+02,-1.061790580388126459e+00
5.879999999999999893e+00,-1.645959260258355317e-01,9.161749818681832380e+01,-1.660377801163688116e-03,1.826207186089663423e+02,-5.773079697547756073e-01,1.826094751628691597e+02,-6.241912061797222355e-01
5.900000000000000355e+00,-1.645726588740869245e-01,9.165237576919194851e+01,-1.868522194829007376e-03,1.827725325601396662e+02,-4.705949499773862121e-01,1.827593570559120053e+02,-5.064822475721909578e-01
5.919999999999999929e+00,-1.645798907076723716e-01,9.159311050554974543e+01,-2.191369405881400407e-03,1.825148035556804871e+02,-5.334431599720822481e-01,1.824993129659057445e+02,-5.583188394318628900e-01
5.940000000000000391e+00,-1.645917164232283958e-01,9.151745807425106705e+01,-2.438182889393899783e-03,1.821542656340096187e+02,-6.168897281490435258e-01,1.821371950917593381e+02,-6.357288593216159356e-01
5.959999999999999964e+00,-1.645963298740398817e-01,9.146795961366483141e+01,-2.574660825574417739e-03,1.819075150385614847e+02,-6.637859347821440936e-01,1.818894043489588910e+02,-6.803273939397953551e-01
5.980000000000000426e+00,-1.645929815177179234e-01,9.145050010863754153e+01,-2.609725313141593624e-03,1.818069681687847208e+02,-6.742357068629488692e-01,1.817883256520847794e+02,-6.897564466648402615e-01
6.000000000000000000e+00,-1.645863458318510553e-01,9.144721842851512861e+01,-2.602978091605506316e-03,1.817732399017504576e+02,-6.655831600137496196e-01,1.817544940014227279e+02,-6.801430340259428942e-01
6.020000000000000462e+00,-1.645796932628711129e-01,9.144743849060296270e+01,-2.603749322548065334e-03,1.817605331111045643e+02,-6.560533247989899230e-01,1.817417535338080654e+02,-6.694978407500128403e-01
6.040000000000000036e+00,-1.645740402344477160e-01,9.144745144631424694e+01,-2.618323697716258558e-03,1.817514093807831159e+02,-6.516502977656734030e-01,1.817325529068865251e+02,-6.639101398652792474e-01
6.060000000000000497e+00,-1.645693072441025695e-01,9.144672705850886985e+01,-2.639967683012649485e-03,1.817418457930630211e+02,-6.511797021645400196e-01,1.817228808096012642e+02,-6.622831334582440777e-01
6.080000000000000071e+00,-1.645651690333339578e-01,9.144569720252377465e+01,-2.662472726380985238e-03,1.817325219601357560e+02,-6.521784428775607712e-01,1.817134477845555693e+02,-6.622078180169959083e-01
6.100000000000000533e+00,-1.645613998231416908e-01,9.144474960268567543e+01,-2.682985013703393165e-03,1.817245340394844391e+02,-6.532132490652888812e-01,1.817053664799839794e+02,-6.622657513964020914e-01
6.120000000000000107e+00,-1.645579067802632744e-01,9.144402018988900238e+01,-2.701034401904786088e-03,1.817182341976524924e+02,-6.538977092487088250e-01,1.816989908833838570e+02,-6.620650406206386451e-01
6.140000000000000568e+00,-1.645546667403494645e-01,9.144348891414040281e+01,-2.717057521085693410e-03,1.817134191522831941e+02,-6.543162434444228515e-01,1.816941131637124158e+02,-6.616790065832635070e-01
6.160000000000000142e+00,-1.645516736993866691e-01,9.144309427629733023e+01,-2.731546141301733396e-03,1.817097249553403060e+02,-6.546217870824627694e-01,1.816903644659645067e+02,-6.612504113796893179e-01
6.179999999999999716e+00,-1.645489177862421437e-01,9.144278748789272981e+01,-2.744803988008374853e-03,1.817068423862359623e+02,-6.548999080753583613e-01,1.816874323777336144e+02,-6.608569036789836426e-01
6.200000000000000178e+00,-1.645463833520675045e-01,9.144254104033510089e+01,-2.756984223795825271e-03,1.817045620935283239e+02,-6.551732788512218963e-01,1.816851059300950624e+02,-6.605149555243688964e-01
6.219999999999999751e+00,-1.645440526081355936e-01,9.144234087506963249e+01,-2.768174554122130541e-03,1.817027482003036312e+02,-6.554377127001992376e-01,1.816832485116279372e+02,-6.602152115040664793e-01
6.240000000000000213e+00,-1.645419084787103914e-01,9.144217850775334000e+01,-2.778447566666209477e-03,1.817013053228316437e+02,-6.556857940156965991e-01,1.816817643770724260e+02,-6.599457227764692346e-01
6.259999999999999787e+00,-1.645399355952157916e-01,9.144204719914957025e+01,-2.787875732453779908e-03,1.817001592976456266e+02,-6.559143377204423864e-01,1.816805791414467137e+02,-6.596992395844423207e-01
6.280000000000000249e+00,-1.645381202209393878e-01,9.144194098467890797e+01,-2.796530428328189953e-03,1.816992495672453742e+02,-6.561237726696138584e-01,1.816796320938993006e+02,-6.594725260761075125e-01
6.299999999999999822e+00,-1.645364499029636218e-01,9.144185473701992350e+01,-2.804478362708264037e-03,1.816985267440237806e+02,-6.563159146716034398e-01,1.816788737443304171e+02,-6.592640899213652039e-01
6.320000000000000284e+00,-1.645349132035118511e-01,9.144178428638173273e+01,-2.811779923960442806e-03,1.816979512967164396e+02,-6.564925957476923646e-01,1.816782644989434630e+02,-6.590727713170103641e-01
6.339999999999999858e+00,-1.645334995573307646e-01,9.144172636380136510e+01,-2.818489351980964317e-03,1.816974920671418374e+02,-6.566552703215766673e-01,1.816777731629453285e+02,-6.588973111528207971e-01
6.360000000000000320e+00,-1.645321992005688294e-01,9.144167843611158730e+01,-2.824655605773256344e-03,1.816971246488303109e+02,-6.568050822881726925e-01,1.816773753053836344e+02,-6.587363847831984032e-01
6.379999999999999893e+00,-1.645310031216719870e-01,9.144163853077304793e+01,-2.830323203975507532e-03,1.816968299096001545e+02,-6.569430101769080377e-01,1.816770517715737299e+02,-6.585887193900595848e-01
6.400000000000000355e+00,-1.645299030130387141e-01,9.144160509658426861e+01,-2.835532831189687807e-03,1.816965928015755765e+02,-6.570699535100656963e-01,1.816767874872390109e+02,-6.584531573008179928e-01
6.419999999999999929e+00,-1.645288912204467824e-01,9.144157690435487496e+01,-2.840321755488187886e-03,1.816964014552665674e+02,-6.571867596307443549e-01,1.816765705499673800e+02,-6.583286634199609910e-01
6.440000000000000391e+00,-1.645279606930492577e-01,9.144155297633608370e+01,-2.844724144780415818e-03,1.816962464944520548e+02,-6.572942237884870087e-01,1.816763915434412411e+02,-6.582143086408045463e-01
6.459999999999999964e+00,-1.645271049363490057e-01,9.144153253353698574e+01,-2.848771337523319999e-03,1.816961205088017834e+02,-6.573930851769133055e-01,1.816762430104429598e+02,-6.581092513101328700e-01
6.480000000000000426e+00,-1.645263179689371025e-01,9.144151495447871980e+01,-2.852492088354040972e-03,1.816960176402615446e+02,-6.574840265400339057e-01,1.816761190401239503e+02,-6.580127239557559404e-01
6.500000000000000000e+00,-1.645255942827981432e-01,9.144149974226225197e+01,-2.855912792484402701e-03,1.816959332557190123e+02,-6.575676770601279753e-01,1.816760149417729338e+02,-6.579240247046002077e-01
6.520000000000000462e+00,-1.645249288067296978e-01,9.144148649833036302e+01,-2.859057689244486923e-03,1.816958636878197240e+02,-6.576446164935773053e-01,1.816759269868044555e+02,-6.578425111456558394e-01
6.540000000000000036e+00,-1.645243168724971894e-01,9.144147490174459847e+01,-2.861949045316771953e-03,1.816958060303743139e+02,-6.577153792393861664e-01,1.816758522053157492e+02,-6.577675951444859059e-01
6.560000000000000497e+00,-1.645237541834753126e-01,9.144146469292969925e+01,-2.864607320184614416e-03,1.816957579772880820e+02,-6.577804579322825695e-01,1.816757882260830570e+02,-6.576987380705681119e-01
6.580000000000000071e+00,-1.645232367856010736e-01,9.144145566094513811e+01,-2.867051315964996155e-03,1.816957176958968034e+02,-6.578403066115380282e-01,1.816757331508455593e+02,-6.576354463719326082e-01
6.600000000000000533e+00,-1.645227610404945418e-01,9.144144763350557525e+01,-2.869298313716765834e-03,1.816956837273391159e+02,-6.578953436044872038e-01,1.816756854554928964e+02,-6.575772675459362615e-01
6.620000000000000107e+00,-1.645223236006076450e-01,9.144144046913727664e+01,-2.871364197945037913e-03,1.816956549081280912e+02,-6.579459542055826615e-01,1.816756439123115854e+02,-6.575237865141491111e-01
6.640000000000000568e+00,-1.645219213862631202e-01,9.144143405099895006e+01,-2.873263570348168466e-03,1.816956303083717046e+02,-6.579924931880074546e-01,1.816756075287524368e+02,-6.574746223707329529e-01
6.660000000000000142e+00,-1.645215515644530280e-01,9.144142828200618567e+01,-2.875009854139945389e-03,1.816956091830809328e+02,-6.580352871505719126e-01,1.816755754991631306e+02,-6.574294254573682661e-01
6.679999999999999716e+00,-1.645212115292702115e-01,9.144142308097900695e+01,-2.876615389576756172e-03,1.816955909337793287e+02,-6.580746367001906183e-01,1.816755471667173651e+02,-6.573878747143900858e-01
6.700000000000000178e+00,-1.645208988838550157e-01,9.144141837959377028e+01,-2.878091521661382216e-03,1.816955750782224470e+02,-6.581108184801829353e-01,1.816755219933613716e+02,-6.573496752810513710e-01
6.719999999999999751e+00,-1.645206114237470763e-01,9.144141411996602642e+01,-2.879448680591948848e-03,1.816955612265073228e+02,-6.581440870449574154e-01,1.816754995360728344e+02,-6.573145563070412756e-01
6.740000000000000213e+00,-1.645203471215387070e-01,9.144141025273057721e+01,-2.880696455644620856e-03,1.816955490622076468e+02,-6.581746765966998147e-01,1.816754794280802798e+02,-6.572822689600333890e-01
6.759999999999999787e+00,-1.645201041127317410e-01,9.144140673551240184e+01,-2.881843663111045492e-03,1.816955383274713256e+02,-6.582028025893249534e-01,1.816754613639910190e+02,-6.572525846052328369e-01
6.780000000000000249e+00,-1.645198806827092575e-01,9.144140353170399749e+01,-2.882898408580767367e-03,1.816955288112390292e+02,-6.582286632132796633e-01,1.816754450879984404e+02,-6.572252931444783064e-01
6.799999999999999822e+00,-1.645196752547358199e-01,9.144140060948676307e+01,-2.883868144336728702e-03,1.816955203399168681e+02,-6.582524407642946773e-01,1.816754303845095251e+02,-6.572002014956155325e-01
6.820000000000000284e+00,-1.645194863789087025e-01,9.144139794104212626e+01,-2.884759721979130321e-03,1.816955127699921206e+02,-6.582743029066793206e-01,1.816754170706887805e+02,-6.571771322002040172e-01
6.839999999999999858e+00,-1.645193127219864437e-01,9.144139550191553667e+01,-2.885579440870849905e-03,1.816955059821713121e+02,-6.582944038393129249e-01,1.816754049905052284e+02,-6.571559221488603164e-01
6.860000000000000320e+00,-1.645191530580263073e-01,9.144139327049965971e+01,-2.886333092681108055e-03,1.816954998767294001e+02,-6.583128853714474982e-01,1.816753940099779641e+02,-6.571364214150512417e-01
6.879999999999999893e+00,-1.645190062597680636e-01,9.144139122761309579e+01,-2.887026002251621634e-03,1.816954943698068519e+02,-6.583298779114198362e-01,1.816753840133586380e+02,-6.571184921810961921e-01
6.900000000000000355e+00,-1.645188712907060813e-01,9.144138935615505659e+01,-2.887663065265503454e-03,1.816954893904605512e+02,-6.583455013798172883e-01,1.816753749000625930e+02,-6.571020077563195505e-01
6.919999999999999929e+00,-1.645187471977944127e-01,9.144138764082086368e+01,-2.888248782855670858e-03,1.816954848783082639e+02,-6.583598660502356648e-01,1.816753665821912307e+02,-6.570868516763694878e-01
6.940000000000000391e+00,-1.645186331047364392e-01,9.144138606786512469e+01,-2.888787293308616843e-03,1.816954807816449033e+02,-6.583730733218211562e-01,1.816753589825248696e+02,-6.570729168729194658e-01
6.959999999999999964e+00,-1.645185282058113929e-01,9.144138462490525399e+01,-2.889282401434445976e-03,1.816954770559291887e+02,-6.583852164319010658e-01,1.816753520328878153e+02,-6.570601049144287886e-01
6.980000000000000426e+00,-1.645184317601964819e-01,9.144138330075575993e+01,-2.889737605354302571e-03,1.816954736625671387e+02,-6.583963811121334997e-01,1.816753456728129947e+02,-6.570483253084333786e-01
7.000000000000000000e+00,-1.645183430867435959e-01,9.144138208528785583e+01,-2.890156121256216067e-03,1.816954705679304141e+02,-6.584066461906949996e-01,1.816753398484447644e+02,-6.570374948591979347e-01
7.020000000000000462e+00,-1.645182615591768982e-01,9.144138096931031612e+01,-2.890540906087565257e-03,1.816954677425599129e+02,-6.584160841474686610e-01,1.816753345116316325e+02,-6.570275370782683311e-01
7.040000000000000036e+00,-1.645181866016746375e-01,9.144137994446768403e+01,-2.890894678504596013e-03,1.816954651605185234e+02,-6.584247616247922430e-01,1.816753296191734250e+02,-6.570183816435072321e-01
7.060000000000000497e+00,-1.645181176848067028e-01,9.144137900315186585e+01,-2.891219938021745775e-03,1.816954627988628488e+02,-6.584327398970573064e-01,1.816753251321919151e+02,-6.570099639012262349e-01
7.080000000000000071e+00,-1.645180543217992231e-01,9.144137813842557705e+01,-2.891518982697119031e-03,1.816954606372085834e+02,-6.584400753025971831e-01,1.816753210156016678e+02,-6.570022244085198526e-01
7.100000000000000533e+00,-1.645179960650990092e-01,9.144137734395580708e+01,-2.891793925381144683e-03,1.816954586573740187e+02,-6.584468196413999497e-01,1.816753172376625969e+02,-6.569951085140940394e-01
7.120000000000000107e+00,-1.645179425032143594e-01,9.144137661395528482e+01,-2.892046708619860386e-03,1.816954568430818142e+02,-6.584530205394657498e-01,1.816753137695990006e+02,-6.569885659700285263e-01
7.140000000000000568e+00,-1.645178932578101882e-01,9.144137594313049533e+01,-2.892279118389343671e-03,1.816954551797134343e+02,-6.584587217862252206e-01,1.816753105852734222e+02,-6.569825505782951325e-01
7.160000000000000142e+00,-1.645178479810375793e-01,9.144137532663623347e+01,-2.892492796755114122e-03,1.816954536540998504e+02,-6.584639636425873022e-01,1.816753076609044513e+02,-6.569770198636346592e-01
7.179999999999999716e+00,-1.645178063530772228e-01,9.144137476003432141e+01,-2.892689253387332321e-03,1.816954522543485098e+02,-6.584687831262224789e-01,1.816753049748251669e+02,-6.569719347737368320e-01
7.200000000000000178e+00,-1.645177680787985874e-01,9.144137423937792164e+01,-2.892870045895067337e-03,1.816954509692229180e+02,-6.584732153464313287e-01,1.816753025085530453e+02,-6.569672560111060600e-01
7.219999999999999751e+00,-1.645177328885847612e-01,9.144137376079405044e+01,-2.893036298489901504e-03,1.816954497887341802e+02,-6.584772913026913921e-01,1.816753002435247311e+02,-6.569629525217807187e-01
7.240000000000000213e+00,-1.645177005343204102e-01,9.144137332075138147e+01,-2.893189160707787793e-03,1.816954487038090349e+02,-6.584810395528807314e-01,1.816752981627764711e+02,-6.569589947983573985e-01
7.259999999999999787e+00,-1.645176707871500998e-01,9.144137291606105578e+01,-2.893329748005830492e-03,1.816954477063700892e+02,-6.584844863784695690e-01,1.816752962509754923e+02,-6.569553550768957306e-01
7.280000000000000249e+00,-1.645176434371992402e-01,9.144137254381517721e+01,-2.893459036280779297e-03,1.816954467891926299e+02,-6.584876561103563120e-01,1.816752944943066552e+02,-6.569520077060568841e-01
7.299999999999999822e+00,-1.645176182914114826e-01,9.144137220135273481e+01,-2.893577931253627639e-03,1.816954459457169548e+02,-6.584905710518840216e-01,1.816752928801305131e+02,-6.569489291527279562e-01
7.320000000000000284e+00,-1.645175951722371577e-01,9.144137188622939050e+01,-2.893687259064707442e-03,1.816954451699673143e+02,-6.584932516466683872e-01,1.816752913968033454e+02,-6.569460979606243090e-01
7.339999999999999858e+00,-1.645175739163830808e-01,9.144137159619825184e+01,-2.893787805274449215e-03,1.816954444564502467e+02,-6.584957168267908667e-01,1.816752900337800725e+02,-6.569434939824314590e-01
7.360000000000000320e+00,-1.645175543735756529e-01,9.144137132919095734e+01,-2.893880274401161665e-03,1.816954438001450001e+02,-6.584979839411065905e-01,1.816752887813388782e+02,-6.569410989100271658e-01
7.379999999999999893e+00,-1.645175364058975298e-01,9.144137108328855845e+01,-2.893965326192867935e-03,1.816954431964016692e+02,-6.585000690695237413e-01,1.816752876306888993e+02,-6.569388956013180181e-01
7.400000000000000355e+00,-1.645175198860837351e-01,9.144137085674259424e+01,-2.894043559068547322e-03,1.816954426409894552e+02,-6.585019867557002637e-01,1.816752865735176670e+02,-6.569368688144061608e-01
7.419999999999999929e+00,-1.645175046970244193e-01,9.144137064756519351e+01,-2.894115639884763721e-03,1.816954421299859632e+02,-6.585037521579899522e-01,1.816752856038662571e+02,-6.569350008693470855e-01
7.440000000000000391e+00,-1.645174907317816515e-01,9.144137045441485157e+01,-2.894181898168451516e-03,1.816954416595975772e+02,-6.585053760829219227e-01,1.816752847137865956e+02,-6.569332818425650533e-01
7.459999999999999964e+00,-1.645174778907496638e-01,9.144137027605786727e+01,-2.894242852113072806e-03,1.816954412263040979e+02,-6.585068693053565125e-01,1.816752838963863894e+02,-6.569317001908838716e-01
7.480000000000000426e+00,-1.645174660838375214e-01,9.144137011170822404e+01,-2.894298835960734239e-03,1.816954408270071895e+02,-6.585082412142104769e-01,1.816752831444246397e+02,-6.569302474172602491e-01
7.500000000000000000e+00,-1.645174552276138236e-01,9.144136996065252276e+01,-2.894350192870227562e-03,1.816954404590990748e+02,-6.585095010033341634e-01,1.816752824516696307e+02,-6.569289149034804876e-01
7.520000000000000462e+00,-1.645174452458681713e-01,9.144136982230631361e+01,-2.894397292197777635e-03,1.816954401206033651e+02,-6.585106571139371923e-01,1.816752818119766744e+02,-6.569276950530618109e-01
7.540000000000000036e+00,-1.645174360686114112e-01,9.144136969572242890e+01,-2.894440534207445501e-03,1.816954398097878993e+02,-6.585117189852711661e-01,1.816752812223078024e+02,-6.569265760467748461e-01
