time_ms,FL_target_x_mm,FL_target_z_mm,FR_target_x_mm,FR_target_z_mm,RL_target_x_mm,RL_target_z_mm,RR_target_x_mm,RR_target_z_mm,FL_actual_x_mm,FL_actual_z_mm,FR_actual_x_mm,FR_actual_z_mm,RL_actual_x_mm,RL_actual_z_mm,RR_actual_x_mm,RR_actual_z_mm,roll_deg,pitch_deg,FR_minus_RL_z_documented_axis_mm,RL_first_swing_tilt_sensitivity_min_mm,RL_first_swing_tilt_sensitivity_max_mm
561,-13.948073821872796,0.0992527301283408,-4.657191540336281,15.938622509152525,-4.392316700095378,16.000979717751456,-13.948072408442759,0.09925472651907408,-6.039487194317489,2.8282246948866248,-5.791719555412412,16.079182172065458,-5.115056083966313,15.798892229924741,-0.4945055444530999,4.371098077187358,-2.5,-0.7,12.250626134136008,3.175328404896649,19.669595311033046
581,-15.595047358821779,0.059609838734431264,-3.9473847258666153,16.01572140678566,-3.7210216883606373,15.984966668952369,-15.59504593006672,0.05961182439938317,-7.478529730514799,2.824525145242576,-5.677330970475958,16.085796587152117,-4.57315087701951,15.890120292110149,-1.8541742842636544,4.379394563767472,-2.7,-0.8,13.335201546991485,2.6121136864119125,20.393128950993127
601,-18.17200126699531,-0.0417732211863836,-3.4261308356149103,15.991002520667513,-3.0496905356280912,15.971013666685616,-17.811672010008937,-0.06954431045594345,-8.916981161978976,2.8301577164417253,-4.970137288857118,15.976095497868034,-4.031600310795663,15.98278688798685,-3.213774994836993,4.394432905038631,-3.0,-0.9,14.570301250522125,1.7197327506390385,21.434033226854652
621,-20.542864738594375,0.010923957640476822,-2.578691217332729,15.950629727714965,-2.0426398646650745,15.953947032517442,-19.82231615918431,-0.051341639998259136,-10.354786308887586,2.8451177256221953,-4.2494633837869555,15.861300469604656,-3.4917766401001415,16.12938551124271,-4.573260664777701,4.4174646184760995,-3.3,-1.0,15.746457635235245,0.8642311736174468,22.529420467133008
641,-22.19415556007076,0.012593493378912357,-1.7309444653427764,15.910211295525944,-1.0355434210316816,15.941516155431156,-21.833913620053767,-0.019574136372949025,-11.791890027416347,2.869400058614066,-3.5301171659987975,15.773373224138258,-3.10173891384502,16.158764500302127,-5.932261434753783,4.436298954220582,-3.5,-1.1,16.77205020175769,0.1682641602240159,23.239525178679234
662,-24.7788629833203,-0.029334702249486644,-1.2111669112796486,15.926656111427434,-0.364130895061765,15.935804458686032,-23.846313424279924,0.022711870202654638,-13.300033724145038,2.904923585941091,-2.7762442055259404,15.709918268121125,-2.700257680161078,16.184217803395658,-7.920684310522452,4.45892359390175,-3.6,-1.2,17.53844697649129,-0.22593836027456904,23.636454109561
681,-26.79279627655426,0.03822978614562156,-0.36935680356850464,15.982689579663075,1.164469179945532,16.087956913370892,-25.499256741783327,0.04462800184508453,-15.067123052652203,2.995665585274032,-2.0954503058130958,15.677943309710841,-2.3368286549424466,16.20841563096781,-9.74815431263784,4.492028205681592,-3.9,-1.2,18.175726135790672,-1.278810686758003,24.66955405688555
701,-28.447134711614503,0.08075000529426946,0.6142600360191097,15.896989681299198,1.8353877272425934,16.088996335832466,-27.512939705015754,0.11818160885061768,-17.005341533718187,3.113116320231535,-1.3803963388595852,15.673939451802301,-1.9540840583749663,16.235087159857787,-11.67153689523867,4.542515428056227,-4.0,-1.2,18.292478043048746,-1.6926372918374537,25.0373208477795
721,-30.893241807086998,-0.0543835307914714,1.1294506155613837,15.990700713089417,2.3215014592621595,15.933563011052435,-29.236673141818077,-0.11454274807362608,-18.941955529167192,3.2469346020137095,-0.6928498146759055,15.618608311096487,-1.5711481482118261,16.262531173404827,-13.59451130821765,4.60904302085767,-4.1,-1.2,18.35912605831455,-2.1221432350601033,25.39118505236318
741,-32.550227936799125,0.01760235002358501,1.7876931111071026,15.943914288018584,3.6642185133597405,15.944805496803493,-31.253444969174232,-0.008391329742840625,-20.876829718104645,3.3971544763793244,-0.01715838626920041,15.57386969646754,-0.8034905726992392,16.138950252939487,-15.516944134220584,4.691608938810793,-4.1,-1.2,18.281651680293027,-2.3589523966983243,25.222774299545517
761,-34.78530014667494,0.03954139482040264,2.1214555118114764,15.907024377229753,4.335530142342753,15.953517407798836,-32.55022635373223,0.017604311457239397,-22.809828929772873,3.5631112628183996,0.657706573857747,15.554502805220235,0.0319539840999139,16.009751521729815,-17.43902376910392,4.802307855575353,-4.0,-1.1,17.279605159453663,-2.2754482462269965,24.668402023005743
