index,mcu_ms,roll10,pitch10,phase1000,rate1000,valid,fault
85,1056282,48,2,297,1000,1,0
86,1056302,48,2,307,1000,1,0
87,1056321,48,1,317,1000,1,0
88,1056341,48,0,326,1000,1,0
89,1056361,48,-1,336,1000,1,0
90,1056381,46,-1,346,1000,1,0
91,1056401,46,-3,356,1000,1,0
92,1056421,46,-3,365,1000,1,0
93,1056441,46,-4,375,1000,1,0
94,1056461,45,-4,385,1000,1,0
95,1056481,43,-4,394,1000,1,0
96,1056501,41,-4,404,1000,1,0
97,1056521,39,-4,414,1000,1,0
98,1056541,36,-4,423,1000,1,0
99,1056561,32,-3,433,1000,1,0
100,1056582,28,-3,443,1000,1,0
101,1056602,24,-1,452,1000,1,0
102,1056622,21,-2,462,1000,1,0
103,1056641,20,-3,471,1000,1,0
104,1056661,16,-1,481,1000,1,0
105,1056681,9,2,490,1000,1,0
106,1056702,3,3,500,1000,1,0
107,1056722,-2,4,509,1000,1,0
108,1056742,-10,6,519,1000,1,0
109,1056762,-15,7,528,1000,1,0
110,1056782,-19,6,537,1000,1,0
111,1056802,-24,6,547,1000,1,0
112,1056823,-30,6,556,1000,1,0
113,1056843,-35,5,566,1000,1,0
114,1056863,-36,4,575,1000,1,0
115,1056883,-41,4,584,1000,1,0
116,1056903,-45,3,594,1000,1,0
117,1056923,-48,2,603,1000,1,0
118,1056942,-51,2,612,1000,1,0
119,1056962,-55,2,622,1000,1,0
120,1056982,-56,1,631,1000,1,0
121,1057002,-58,0,641,1000,1,0
122,1057022,-58,-1,650,1000,1,0
123,1057042,-57,-2,659,1000,1,0
124,1057062,-56,-2,669,1000,1,0
125,1057082,-55,-2,678,1000,1,0
126,1057102,-53,-2,687,1000,1,0
127,1057122,-51,-1,697,1000,1,0
128,1057142,-48,-1,706,1000,1,0
129,1057161,-47,-1,716,1000,1,0
130,1057182,-46,-1,725,1000,1,0
131,1057201,-45,-1,735,1000,1,0
132,1057221,-45,-1,744,1000,1,0
133,1057241,-46,-1,754,1000,1,0
134,1057261,-46,-2,763,1000,1,0
135,1057281,-46,-1,773,1000,1,0
136,1057301,-48,-3,782,1000,1,0
137,1057321,-50,-4,792,1000,1,0
138,1057341,-48,-3,801,1000,1,0
139,1057361,-48,-3,811,1000,1,0
140,1057381,-50,-4,820,1000,1,0
141,1057401,-49,-4,830,1000,1,0
142,1057421,-45,-2,839,1000,1,0
143,1057441,-45,-2,849,1000,1,0
144,1057461,-51,-4,858,1000,1,0
145,1057481,-53,-4,868,1000,1,0
146,1057501,-51,-4,877,1000,1,0
147,1057521,-46,-2,887,1000,1,0
148,1057541,-41,0,896,1000,1,0
149,1057562,-39,0,906,1000,1,0
150,1057582,-40,-1,915,1000,1,0
151,1057602,-41,-1,925,1000,1,0
152,1057622,-41,-1,934,1000,1,0
153,1057643,-40,-1,944,1000,1,0
154,1057663,-37,0,953,1000,1,0
155,1057683,-35,1,963,1000,1,0
156,1057702,-32,2,972,1000,1,0
157,1057722,-30,2,982,1000,1,0
158,1057742,-30,2,991,1000,1,0
159,1057762,-29,2,1,1000,1,0
160,1057782,-26,2,10,1000,1,0
161,1057802,-25,2,20,1000,1,0
162,1057822,-24,1,29,1000,1,0
163,1057842,-23,1,39,1000,1,0
164,1057862,-22,1,49,1000,1,0
165,1057883,-22,1,58,1000,1,0
166,1057903,-21,0,68,1000,1,0
167,1057923,-21,0,77,1000,1,0
168,1057943,-21,-1,87,1000,1,0
169,1057963,-20,-1,96,1000,1,0
170,1057983,-22,-1,106,1000,1,0
171,1058002,-22,0,115,1000,1,0
172,1058022,-22,0,125,1000,1,0
173,1058042,-20,-1,134,1000,1,0
174,1058061,-18,-3,144,1000,1,0
175,1058081,-13,-4,153,1000,1,0
176,1058101,-8,-4,163,1000,1,0
177,1058123,-4,-5,172,1000,1,0
178,1058142,-2,-6,182,1000,1,0
179,1058161,1,-7,192,1000,1,0
180,1058182,5,-8,201,1000,1,0
181,1058201,9,-8,211,1000,1,0
182,1058221,12,-8,220,1000,1,0
183,1058241,16,-8,230,1000,1,0
184,1058261,20,-8,239,1000,1,0
185,1058281,22,-7,249,1000,1,0
186,1058301,24,-7,258,1000,1,0
187,1058321,26,-7,268,1000,1,0
188,1058341,26,-6,277,1000,1,0
189,1058361,27,-6,287,1000,1,0
190,1058381,28,-6,297,1000,1,0
191,1058401,30,-7,306,1000,1,0
192,1058421,29,-7,316,1000,1,0
193,1058442,28,-7,325,1000,1,0
194,1058462,28,-7,335,1000,1,0
195,1058482,26,-7,345,1000,1,0
196,1058502,25,-7,354,1000,1,0
197,1058522,24,-7,364,1000,1,0
198,1058542,21,-7,374,1000,1,0
199,1058562,20,-7,383,1000,1,0
200,1058582,20,-8,393,1000,1,0
201,1058602,18,-7,403,1000,1,0
202,1058622,17,-7,412,1000,1,0
203,1058642,18,-8,422,1000,1,0
204,1058662,18,-9,431,1000,1,0
205,1058683,16,-8,441,1000,1,0
206,1058703,16,-8,451,1000,1,0
207,1058723,18,-9,460,1000,1,0
208,1058743,18,-9,470,1000,1,0
209,1058762,15,-7,480,1000,1,0
210,1058782,13,-5,489,1000,1,0
211,1058802,11,-4,499,1000,1,0
212,1058822,8,-3,508,1000,1,0
213,1058842,5,-1,518,1000,1,0
214,1058862,2,-1,528,1000,1,0
215,1058881,-1,1,537,1000,1,0
216,1058902,-6,2,547,1000,1,0
217,1058923,-11,2,557,1000,1,0
218,1058943,-15,2,566,1000,1,0
219,1058963,-20,2,576,1000,1,0
220,1058982,-25,2,586,1000,1,0
221,1059003,-30,2,595,1000,1,0
222,1059023,-35,2,605,1000,1,0
223,1059042,-38,2,614,1000,1,0
224,1059061,-44,1,624,1000,1,0
225,1059081,-51,0,634,1000,1,0
226,1059101,-56,-2,643,1000,1,0
227,1059121,-60,-4,653,1000,1,0
228,1059141,-63,-4,663,1000,1,0
229,1059162,-65,-5,672,1000,1,0
230,1059182,-66,-5,682,1000,1,0
231,1059202,-66,-5,692,1000,1,0
232,1059222,-66,-5,702,1000,1,0
233,1059242,-67,-5,711,1000,1,0
234,1059262,-67,-5,721,1000,1,0
235,1059281,-67,-5,731,1000,1,0
236,1059301,-67,-5,741,1000,1,0
237,1059322,-66,-5,750,1000,1,0
238,1059342,-65,-5,760,1000,1,0
239,1059362,-63,-4,770,1000,1,0
240,1059382,-61,-4,779,1000,1,0
241,1059402,-59,-4,789,1000,1,0
242,1059422,-56,-4,799,1000,1,0
243,1059442,-55,-4,809,1000,1,0
244,1059462,-56,-5,818,1000,1,0
245,1059482,-51,-4,828,1000,1,0
246,1059502,-46,-3,838,1000,1,0
247,1059522,-49,-5,848,1000,1,0
248,1059542,-54,-7,857,1000,1,0
249,1059562,-50,-5,867,1000,1,0
250,1059582,-40,-2,877,1000,1,0
251,1059602,-34,1,886,1000,1,0
252,1059622,-32,2,896,1000,1,0
253,1059642,-30,2,906,1000,1,0
254,1059662,-30,3,916,1000,1,0
255,1059682,-28,4,925,1000,1,0
256,1059703,-24,5,935,1000,1,0
257,1059723,-20,7,945,1000,1,0
258,1059743,-15,8,955,1000,1,0
259,1059763,-12,9,964,1000,1,0
260,1059782,-12,8,974,1000,1,0
261,1059802,-12,7,984,1000,1,0
262,1059822,-11,6,993,1000,1,0
263,1059841,-10,4,3,1000,1,0
264,1059861,-9,4,13,1000,1,0
265,1059881,-9,3,23,1000,1,0
266,1059901,-9,2,32,1000,1,0
267,1059921,-9,1,42,1000,1,0
268,1059941,-12,1,52,1000,1,0
269,1059962,-14,0,62,1000,1,0
270,1059982,-15,-1,71,1000,1,0
271,1060002,-17,-1,81,1000,1,0
272,1060023,-19,-1,91,1000,1,0
273,1060042,-22,-1,100,1000,1,0
274,1060062,-23,-1,110,1000,1,0
275,1060081,-24,-1,120,1000,1,0
276,1060101,-26,-1,130,1000,1,0
277,1060121,-28,-1,139,1000,1,0
278,1060141,-29,-1,149,1000,1,0
279,1060162,-27,-1,159,1000,1,0
280,1060182,-22,-4,169,1000,1,0
281,1060202,-19,-5,178,1000,1,0
282,1060222,-18,-5,188,1000,1,0
283,1060242,-17,-5,198,1000,1,0
284,1060262,-17,-5,207,1000,1,0
285,1060282,-12,-7,217,1000,1,0
286,1060302,-5,-9,227,1000,1,0
287,1060322,0,-10,237,1000,1,0
288,1060342,3,-10,246,1000,1,0
289,1060362,10,-12,256,1000,1,0
290,1060382,16,-12,266,1000,1,0
291,1060402,21,-12,276,1000,1,0
292,1060422,25,-11,285,1000,1,0
293,1060442,31,-10,295,1000,1,0
294,1060462,37,-10,305,1000,1,0
295,1060482,41,-9,314,1000,1,0
296,1060502,46,-8,324,1000,1,0
297,1060522,51,-7,334,1000,1,0
298,1060542,55,-6,344,1000,1,0
299,1060562,59,-6,353,1000,1,0
300,1060582,61,-6,363,1000,1,0
301,1060602,63,-6,373,1000,1,0
302,1060622,64,-7,383,1000,1,0
303,1060642,65,-9,392,1000,1,0
304,1060662,67,-9,402,1000,1,0
305,1060682,69,-10,412,1000,1,0
306,1060701,70,-11,422,1000,1,0
307,1060722,70,-12,431,1000,1,0
308,1060743,70,-12,441,1000,1,0
309,1060763,70,-11,451,1000,1,0
310,1060783,68,-11,460,1000,1,0
311,1060802,67,-10,470,1000,1,0
312,1060821,64,-8,480,1000,1,0
313,1060841,58,-6,489,926,1,0
314,1060861,51,-4,498,926,1,0
315,1060881,45,-2,507,926,1,0
316,1060901,38,1,516,926,1,0
317,1060950,20,2,525,926,1,0
318,1060965,16,3,544,926,1,0
319,1060987,6,4,554,968,1,0
320,1061007,-2,4,564,1000,1,0
321,1061027,-10,4,574,1000,1,0
322,1061047,-17,5,583,1000,1,0
323,1061067,-27,5,593,1000,1,0
324,1061087,-35,4,603,1000,1,0
325,1061107,-43,4,613,1000,1,0
326,1061125,-51,3,622,1000,1,0
327,1061145,-59,2,632,1000,1,0
328,1061165,-66,1,642,1000,1,0
329,1061185,-71,-2,651,1000,1,0
330,1061206,-75,-3,661,1000,1,0
331,1061226,-77,-4,671,1000,1,0
332,1061246,-80,-4,681,1000,1,0
333,1061266,-83,-4,690,1000,1,0
334,1061285,-83,-4,700,1000,1,0
335,1061306,-83,-4,710,1000,1,0
336,1061326,-82,-4,720,1000,1,0
337,1061345,-81,-4,729,1000,1,0
338,1061365,-78,-4,739,1000,1,0
339,1061385,-76,-4,749,1000,1,0
340,1061405,-73,-4,758,1000,1,0
341,1061425,-71,-4,768,1000,1,0
342,1061445,-68,-3,778,1000,1,0
343,1061465,-63,-3,788,1000,1,0
344,1061486,-58,-4,797,1000,1,0
345,1061506,-55,-3,807,1000,1,0
346,1061526,-49,-3,817,1000,1,0
347,1061546,-45,-4,827,1000,1,0
348,1061566,-45,-4,836,1000,1,0
349,1061586,-42,-3,846,1000,1,0
350,1061606,-35,-1,856,1000,1,0
351,1061626,-27,2,866,1000,1,0
352,1061646,-21,4,875,1000,1,0
353,1061666,-15,7,885,1000,1,0
354,1061686,-12,9,895,1000,1,0
355,1061706,-9,10,904,1000,1,0
356,1061726,-7,10,914,1000,1,0
357,1061746,-4,11,924,1000,1,0
358,1061767,0,12,934,1000,1,0
359,1061782,3,12,943,1000,1,0
360,1061800,5,13,952,1000,1,0
361,1061820,6,12,961,1000,1,0
362,1061840,6,11,970,1000,1,0
363,1061860,5,9,979,1000,1,0
364,1061880,5,9,987,1000,1,0
365,1061900,5,7,996,1000,1,0
366,1061920,5,7,4,1000,1,0
367,1061941,5,7,12,1000,1,0
368,1061961,5,7,21,1000,1,0
369,1061981,4,7,29,1000,1,0
370,1062002,3,6,37,1000,1,0
371,1062022,2,6,45,1000,1,0
372,1062042,1,6,53,1000,1,0
373,1062061,1,6,62,1000,1,0
374,1062081,1,6,70,1000,1,0
375,1062100,1,6,78,1000,1,0
376,1062120,-2,6,86,1000,1,0
377,1062141,-4,4,95,1000,1,0
378,1062161,-5,4,103,1000,1,0
379,1062181,-7,3,111,1000,1,0
380,1062201,-10,3,119,1000,1,0
381,1062223,-15,2,128,1000,1,0
382,1062243,-22,1,136,1000,1,0
383,1062261,-30,-1,144,1000,1,0
384,1062281,-38,-3,152,1000,1,0
385,1062301,-44,-4,160,1000,1,0
386,1062321,-46,-3,169,1000,1,0
387,1062340,-46,-3,177,1000,1,0
388,1062359,-48,-2,185,1000,1,0
389,1062379,-46,-1,193,1000,1,0
390,1062399,-45,-2,202,1000,1,0
391,1062419,-44,-3,210,1000,1,0
392,1062439,-40,-2,218,1000,1,0
393,1062459,-35,-3,226,1000,1,0
394,1062479,-35,-3,235,1000,1,0
395,1062499,-34,-3,243,1000,1,0
396,1062519,-30,-3,251,1000,1,0
397,1062539,-27,-4,259,1000,1,0
398,1062559,-24,-4,267,1000,1,0
399,1062580,-22,-4,276,1000,1,0
400,1062600,-21,-4,284,1000,1,0
401,1062622,-22,-4,292,1000,1,0
402,1062642,-22,-4,300,1000,1,0
403,1062662,-24,-4,309,1000,1,0
404,1062682,-25,-4,317,1000,1,0
405,1062700,-26,-4,325,1000,1,0
406,1062720,-28,-4,333,1000,1,0
407,1062740,-30,-3,342,1000,1,0
408,1062762,-31,-3,350,1000,1,0
409,1062782,-30,-3,358,1000,1,0
410,1062802,-29,-3,366,1000,1,0
411,1062822,-29,-4,374,1000,1,0
412,1062842,-27,-4,383,1000,1,0
413,1062862,-26,-4,391,1000,1,0
414,1062881,-25,-4,399,1000,1,0
415,1062900,-27,-4,407,1000,1,0
416,1062920,-30,-3,416,1000,1,0
417,1062941,-33,-2,424,1000,1,0
418,1062961,-34,-1,432,1000,1,0
419,1062981,-33,-2,440,1000,1,0
420,1063001,-31,-1,449,1000,1,0
421,1063023,-27,-1,457,1000,1,0
422,1063043,-26,-3,465,1000,1,0
423,1063061,-24,-3,473,1000,1,0
424,1063081,-24,-3,481,1000,1,0
425,1063101,-26,-1,490,1000,1,0
426,1063121,-29,0,498,1000,1,0
427,1063140,-31,2,506,1000,1,0
428,1063160,-30,2,514,1000,1,0
429,1063180,-31,1,523,1000,1,0
430,1063200,-32,1,531,1000,1,0
431,1063220,-33,2,539,1000,1,0
432,1063240,-33,2,547,1000,1,0
433,1063260,-34,2,556,1000,1,0
434,1063279,-34,2,564,1000,1,0
435,1063299,-34,2,572,1000,1,0
436,1063319,-34,2,580,1000,1,0
437,1063339,-34,2,588,1000,1,0
438,1063359,-34,2,597,1000,1,0
439,1063379,-33,2,605,1000,1,0
440,1063397,-33,2,605,1000,1,0
441,1063417,-32,2,605,1000,1,0
442,1063437,-32,2,605,1000,1,0
443,1063457,-32,2,605,1000,1,0
444,1063477,-32,2,605,1000,1,0
445,1063497,-32,2,605,1000,1,0
446,1063517,-32,2,605,1000,1,0
447,1063537,-33,2,605,1000,1,0
448,1063557,-33,2,605,1000,1,0
449,1063577,-33,2,605,1000,1,0
450,1063597,-33,2,605,1000,1,0
451,1063617,-34,2,605,1000,1,0
452,1063637,-34,2,605,1000,1,0
453,1063657,-34,2,605,1000,1,0
454,1063677,-34,2,605,1000,1,0
455,1063697,-33,2,605,1000,1,0
456,1063717,-33,2,605,1000,1,0
457,1063737,-32,2,605,1000,1,0
458,1063757,-32,2,605,1000,1,0
459,1063777,-32,2,605,1000,1,0
460,1063797,-32,2,605,1000,1,0
461,1063817,-32,1,605,1000,1,0
462,1063836,-32,1,605,1000,1,0
463,1063857,-32,1,605,1000,1,0
464,1063876,-32,1,605,1000,1,0
465,1063896,-32,1,605,1000,1,0
466,1063916,-32,1,605,1000,1,0
467,1063936,-32,1,605,1000,1,0
468,1063956,-32,1,605,1000,1,0
469,1063976,-32,1,605,1000,1,0
470,1063996,-32,1,605,1000,1,0
471,1064016,-32,1,605,1000,1,0
472,1064036,-32,1,605,1000,1,0
473,1064056,-32,1,605,1000,1,0
474,1064076,-32,1,605,1000,1,0
475,1064096,-31,1,605,1000,1,0
476,1064116,-31,1,605,1000,1,0
477,1064136,-31,0,605,1000,1,0
478,1064156,-31,0,605,1000,1,0
479,1064176,-31,0,605,1000,1,0
480,1064196,-31,0,605,1000,1,0
481,1064216,-31,0,605,1000,1,0
482,1064236,-31,0,605,1000,1,0
483,1064286,-31,1,605,1000,1,0
484,1064293,-31,1,605,1000,1,0
485,1064313,-31,1,605,1000,1,0
486,1064333,-31,1,605,1000,1,0
487,1064353,-31,0,605,1000,1,0
488,1064373,-31,0,605,1000,1,0
489,1064393,-31,0,605,1000,1,0
