roll_deg,pitch_deg,contact_center_speed_m_s,j1_correction_deg,adaptive_scale,time_s,leg,phase,swing,middle_swing,clearance_mm,forward_from_j1_mm,front_edge_from_j1_mm,touchdown,force_n,j1_target,j1_actual,j2_target,j3_target,tilt_deg,safety,moving
-5.2445922209897615,-2.69634038902294,0.0,-1.5,1.0,5.0,FL,0.4023669220591663,False,False,-8.004594204168932,3.98352054724598,23.624509045924754,True,16.955589181430042,-0.791015625,-2.4032171744280353,39.90234375,67.67578125,5.2445922209897615,ok,True
-5.2445922209897615,-2.69634038902294,0.0,1.5,1.0,5.0,FR,0.9023669220591664,True,True,40.14695641133518,31.465819873605838,51.18969302633057,False,0.0,2.28515625,1.8280553708915737,33.92578125,85.4296875,5.2445922209897615,ok,True
-5.2445922209897615,-2.69634038902294,0.0,-1.5,1.0,5.0,RL,0.9023669220591664,True,True,-3.1679338341384784,22.85449855661107,42.6507789708947,True,13.065299878322644,-0.791015625,-0.10025122087973684,32.34375,82.265625,5.2445922209897615,ok,True
-5.2445922209897615,-2.69634038902294,0.0,1.5,1.0,5.0,RR,0.4023669220591663,False,False,-4.509103687878061,-5.210446731266074,14.340120241548401,True,12.007822952180335,2.28515625,3.2583649336739104,40.517578125,68.994140625,5.2445922209897615,ok,True
-4.66803006181278,-2.494615348416716,0.06652867491557585,-1.5,1.0,5.0200000000000005,FL,0.40653358872583295,False,False,-7.838175541095196,1.9908384059884712,21.612258166540993,False,17.190211020307682,-0.791015625,-2.301475143147964,40.07812500000001,67.587890625,4.66803006181278,ok,True
-4.66803006181278,-2.494615348416716,0.17262637655170848,1.5,1.0,5.0200000000000005,FR,0.906533588725833,True,True,37.0852148586888,33.947648126406605,53.67301099803622,False,0.0,2.28515625,1.830426029776703,32.607421875,84.111328125,4.66803006181278,ok,True
-4.66803006181278,-2.494615348416716,0.20880977701945055,-1.5,1.0,5.0200000000000005,RL,0.906533588725833,True,True,-2.900735090268801,26.279523370316937,46.07302404100435,False,12.002048966262892,-0.791015625,-0.09789266365709742,30.761718750000004,80.859375,4.66803006181278,ok,True
-4.66803006181278,-2.494615348416716,0.040188431205844234,1.5,1.0,5.0200000000000005,RR,0.40653358872583295,False,False,-4.699430624280194,-6.86673935180456,12.671467621271352,False,12.862198949915971,2.28515625,3.260356899049155,40.693359375,68.90625,4.66803006181278,ok,True
-4.03219756525618,-2.2629756173196993,0.06393046176839769,-1.5,1.0,5.04,FL,0.4107002553924996,False,False,-7.721855765831047,-0.42576795048718596,19.169880410964844,False,17.321373218350793,-0.791015625,-2.1552276357699434,40.166015625,67.587890625,4.03219756525618,ok,True
-4.03219756525618,-2.2629756173196993,0.16739123786198815,1.5,1.0,5.04,FR,0.9107002553924997,True,True,33.68596127709352,35.9481782899022,55.67784544791464,False,0.0,2.28515625,1.8376764076171153,31.289062500000004,82.705078125,4.03219756525618,ok,True
-4.03219756525618,-2.2629756173196993,0.2052638055478746,-1.5,1.0,5.04,RL,0.9107002553924997,True,True,-2.64387559626713,29.17453283920303,48.96843406161443,False,11.579097338948339,-0.791015625,-0.10538860455025838,29.443359375,79.541015625,4.03219756525618,ok,True
-4.03219756525618,-2.2629756173196993,0.03840292562985475,1.5,1.0,5.04,RR,0.4107002553924996,False,False,-4.939711412395173,-8.782997609633744,10.73908714345866,False,13.248625332767276,2.28515625,3.2800249575607103,40.78125,68.818359375,4.03219756525618,ok,True
-3.3304242653930713,-1.994948721565169,0.06015682618805898,-1.5,1.0,5.0600000000000005,FL,0.41486692205916625,False,False,-7.645035661661911,-3.1981442931798094,16.364897807149376,False,17.309341014396775,-0.791015625,-1.980779099357899,40.4296875,67.587890625,3.3304242653930713,ok,True
-3.3304242653930713,-1.994948721565169,0.1749224824064017,1.5,1.0,5.0600000000000005,FR,0.9148669220591663,True,True,29.931380256431336,37.7330470069514,57.46835319228055,False,0.0,2.28515625,1.8504032942547448,30.05859375,81.2109375,3.3304242653930713,ok,True
-3.3304242653930713,-1.994948721565169,0.22209143157513309,-1.5,1.0,5.0600000000000005,RL,0.9148669220591663,True,True,-2.1419755126567757,31.992097097546246,51.78694695476155,False,10.277866257364648,-0.791015625,-0.12127367642632297,28.125,77.958984375,3.3304242653930713,ok,True
-3.3304242653930713,-1.994948721565169,0.03706048642167016,1.5,1.0,5.0600000000000005,RR,0.41486692205916625,False,False,-5.1924618236097455,-10.97114099330734,8.530533072006353,False,14.131843192247059,2.28515625,3.312125816385632,40.869140625,68.818359375,3.3304242653930713,ok,True
-2.5677358574475857,-1.6935036145906508,0.05522910676899231,-1.5,1.0,5.08,FL,0.4190335887258329,False,False,-7.598607193399415,-6.3257348213370586,13.20959114643053,False,17.133769561869176,-0.791015625,-1.7779500533662678,40.60546875,67.5,2.5677358574475857,ok,True
-2.5677358574475857,-1.6935036145906508,0.18056915958103942,1.5,1.0,5.08,FR,0.919033588725833,True,True,25.77020459092744,39.25031160556279,58.99231066808022,False,0.0,2.28515625,1.8649871641811517,28.916015625,79.8046875,2.5677358574475857,ok,True
-2.5677358574475857,-1.6935036145906508,0.2247114963175214,-1.5,1.0,5.08,RL,0.919033588725833,True,True,-1.5661816153318964,34.41874071403177,54.216481095779486,False,9.254425193812542,-0.791015625,-0.1504404597453547,26.806640625,76.640625,2.5677358574475857,ok,True
-2.5677358574475857,-1.6935036145906508,0.03494214383673258,1.5,1.0,5.08,RR,0.4190335887258329,False,False,-5.462808535389177,-13.426268911836182,6.050407554721122,False,14.685344434878333,2.28515625,3.362529802405485,41.1328125,68.73046875,2.5677358574475857,ok,True
-1.7470486336522562,-1.3562163901028346,0.051248442459071133,-1.5,1.0,5.1000000000000005,FL,0.42320025539249956,False,False,-7.570240622428984,-9.859697845547274,9.643536414915339,False,17.691037217357085,-0.791015625,-1.5527105509216446,40.78125,67.5,1.7470486336522562,ok,True
-1.7470486336522562,-1.3562163901028346,0.17779966449455917,1.5,1.0,5.1000000000000005,FR,0.9232002553924996,True,True,21.16550848862674,40.29404137498949,60.04658016448157,False,0.0,2.28515625,1.877312497652685,27.7734375,78.310546875,1.7470486336522562,ok,True
-1.7470486336522562,-1.3562163901028346,0.22303025998310794,-1.5,1.0,5.1000000000000005,RL,0.9232002553924996,True,True,-1.0102497797607815,36.33858149717273,56.14117818103803,False,8.375635456992446,-0.791015625,-0.1899312672722354,25.576171875,75.05859375,1.7470486336522562,ok,True
-1.7470486336522562,-1.3562163901028346,0.032344664323762644,1.5,1.0,5.1000000000000005,RR,0.42320025539249956,False,False,-5.751650330076959,-16.18094688484828,3.265433481083587,False,15.440234746190901,2.28515625,3.4303448303398323,41.220703125,68.642578125,1.7470486336522562,ok,True
-0.879201951937333,-0.9899868807009103,0.046473479170588305,-1.5,1.0,5.12,FL,0.4273669220591662,False,False,-7.5885777085900505,-13.788317098079848,5.673568193491654,False,17.984427693225594,-0.791015625,-1.3003254728699662,40.95703125,67.5,0.9899868807009103,ok,True
-0.879201951937333,-0.9899868807009103,0.17981431951935087,1.5,1.0,5.12,FR,0.9273669220591663,True,True,16.20913920747463,40.9515993765763,60.721126688196804,False,0.0,2.28515625,1.8850503422727976,26.71875,76.81640625,0.9899868807009103,ok,True
-0.879201951937333,-0.9899868807009103,0.2400227832432033,-1.5,1.0,5.12,RL,0.9273669220591663,True,True,-0.37347347031142786,38.11268060354764,57.91986980047156,False,5.9435116888598865,-0.791015625,-0.23804296281312864,24.43359375,73.74023437500001,0.9899868807009103,ok,True
-0.879201951937333,-0.9899868807009103,0.030563232126142422,1.5,1.0,5.12,RR,0.4273669220591662,False,False,-6.059050232594241,-19.280268322025137,0.12907167219939808,False,16.689982770853156,2.28515625,3.5048177887821614,41.30859375,68.466796875,0.9899868807009103,ok,True
-0.01898564895811408,-0.6139856770502858,0.04012221210786985,-1.5,1.0,5.14,FL,0.43153358872583286,False,False,-7.646860099968384,-18.139145820044334,1.2706059491455264,False,18.690357067513656,-0.791015625,-0.9741734519794195,41.220703125,67.5,0.6139856770502858,ok,True
-0.01898564895811408,-0.6139856770502858,0.18907906681930095,1.5,1.0,5.14,FR,0.9315335887258329,True,True,10.972141509211223,41.31425686847823,61.09981235528084,False,0.0,2.28515625,1.8719155556298037,25.664062500000004,75.41015625,0.6139856770502858,ok,True
-0.01898564895811408,-0.6139856770502858,0.27461298589035915,-1.5,1.0,5.14,RL,0.9315335887258329,True,True,0.06760013130904449,40.01281097116469,59.8237436751386,False,0.0,-0.791015625,-0.3249561117766225,23.37890625,72.421875,0.6139856770502858,ok,True
-0.01898564895811408,-0.6139856770502858,0.027760057281146815,1.5,1.0,5.14,RR,0.43153358872583286,False,False,-6.445711566455293,-22.69319726102362,-3.328416319590403,False,19.187768852348515,2.28515625,3.570354328811573,41.396484375,68.37890625,0.6139856770502858,ok,True
0.674197868720132,-0.2999967013088037,0.030159944178690615,-1.5,1.0,5.16,FL,0.4357002553924995,False,False,-7.773802213047769,-23.030436596074505,-3.687721336994006,False,19.5466007993809,-0.791015625,-0.43919397831448115,41.396484375,67.5,0.674197868720132,ok,True
0.674197868720132,-0.2999967013088037,0.22573933083150816,1.5,1.0,5.16,FR,0.9357002553924996,True,True,5.939878225398737,41.65222527377401,61.45036142110044,False,0.0,2.28515625,1.8231223285668472,24.78515625,73.916015625,0.674197868720132,ok,True
0.674197868720132,-0.2999967013088037,0.3716284697978071,-1.5,1.0,5.16,RL,0.9357002553924996,True,True,-0.052656351550744995,42.91304525464169,62.72489523821557,True,3.4934683693587423,-0.791015625,-0.6221189021709415,22.412109375,71.103515625,0.674197868720132,ok,True
0.674197868720132,-0.2999967013088037,0.024939321512300158,1.5,1.0,5.16,RR,0.4357002553924995,False,False,-7.060011771115095,-26.350866485614812,-7.037928244491951,False,20.271451712144962,2.28515625,3.5920675874436836,41.484375,68.291015625,0.674197868720132,ok,True
1.4353902375653096,0.0756493071341855,0.020697195572581737,-1.5,1.0,5.18,FL,0.43986692205916617,False,False,-7.9567240020060375,-28.26654127281628,-9.005165895480065,False,20.249662525548207,-0.791015625,0.0190616560454578,41.572265625,67.5,1.4353902375653096,ok,True
1.4353902375653096,0.0756493071341855,0.24531546147708566,1.5,1.0,5.18,FR,0.9398669220591662,True,True,0.7420743386282249,41.767429205026595,61.57494712918701,False,0.0,2.28515625,1.9153155764088574,23.90625,72.509765625,1.4353902375653096,ok,True
