$IT,M,1,257,0,0
$IT,P,0,12,257
$IT,S,0,5864151,-25,-3,500,1000,1,0
$IT,S,1,5864166,-25,-3,508,1000,1,0
$IT,S,2,5864188,-25,-3,517,1000,1,0
$IT,S,3,5864208,-25,-3,525,1000,1,0
$IT,S,4,5864228,-25,-3,534,1000,1,0
$IT,S,5,5864247,-25,-3,542,1000,1,0
$IT,S,6,5864267,-25,-3,551,1000,1,0
$IT,S,7,5864288,-25,-3,560,1000,1,0
$IT,S,8,5864308,-25,-3,569,1000,1,0
$IT,S,9,5864328,-25,-3,578,1000,1,0
$IT,S,10,5864348,-24,-3,587,1000,1,0
$IT,S,11,5864368,-24,-3,596,1000,1,0
$IT,P,12,12,257
$IT,S,12,5864386,-24,-4,605,1000,1,0
$IT,S,13,5864406,-24,-4,614,1000,1,0
$IT,S,14,5864426,-24,-4,623,1000,1,0
$IT,S,15,5864446,-24,-4,632,1000,1,0
$IT,S,16,5864466,-23,-4,641,1000,1,0
$IT,S,17,5864486,-20,-3,650,1000,1,0
$IT,S,18,5864506,-15,0,660,1000,1,0
$IT,S,19,5864526,-10,2,669,1000,1,0
$IT,S,20,5864546,-7,2,678,1000,1,0
$IT,S,21,5864566,-5,2,687,1000,1,0
$IT,S,22,5864586,-7,1,696,1000,1,0
$IT,S,23,5864606,-9,-1,705,1000,1,0
$IT,P,24,12,257
$IT,S,24,5864626,-12,-3,715,1000,1,0
$IT,S,25,5864646,-15,-4,724,1000,1,0
$IT,S,26,5864666,-19,-4,733,1000,1,0
$IT,S,27,5864686,-20,-4,743,1000,1,0
$IT,S,28,5864706,-23,-5,752,1000,1,0
$IT,S,29,5864726,-25,-7,761,1000,1,0
$IT,S,30,5864747,-27,-8,771,1000,1,0
$IT,S,31,5864767,-30,-9,780,1000,1,0
$IT,S,32,5864787,-33,-10,790,1000,1,0
$IT,S,33,5864807,-35,-11,799,1000,1,0
$IT,S,34,5864828,-36,-12,809,1000,1,0
$IT,S,35,5864847,-39,-12,818,1000,1,0
$IT,P,36,12,257
$IT,S,36,5864867,-40,-12,828,1000,1,0
$IT,S,37,5864887,-41,-12,837,1000,1,0
$IT,S,38,5864907,-41,-12,847,1000,1,0
$IT,S,39,5864927,-40,-11,856,1000,1,0
$IT,S,40,5864947,-38,-10,866,1000,1,0
$IT,S,41,5864967,-38,-10,875,1000,1,0
$IT,S,42,5864987,-38,-10,885,1000,1,0
$IT,S,43,5865007,-36,-9,894,1000,1,0
$IT,S,44,5865027,-35,-7,904,1000,1,0
$IT,S,45,5865047,-33,-7,913,1000,1,0
$IT,S,46,5865067,-32,-7,923,1000,1,0
$IT,S,47,5865088,-30,-5,932,1000,1,0
$IT,P,48,12,257
$IT,S,48,5865108,-25,-4,942,1000,1,0
$IT,S,49,5865128,-22,-2,951,1000,1,0
$IT,S,50,5865148,-20,-1,961,1000,1,0
$IT,S,51,5865168,-19,1,971,1000,1,0
