t,walk_s,x_m,y_m,z_m,heading_deg,roll_deg,pitch_deg,phase,target_phase,linear,period_s,tracking_enabled,tracking_error_deg,voltage_v,safety,pose,moving,fl_load_n,fl_clearance_mm,fl_phase,fl_world_x_m,fr_load_n,fr_clearance_mm,fr_phase,fr_world_x_m,rl_load_n,rl_clearance_mm,rl_phase,rl_world_x_m,rr_load_n,rr_clearance_mm,rr_phase,rr_world_x_m,contact_load_sum_n,contact_slip_load_sum_n_m_s,command_0_deg,actual_0_deg,command_1_deg,actual_1_deg,command_2_deg,actual_2_deg,command_3_deg,actual_3_deg,command_4_deg,actual_4_deg,command_5_deg,actual_5_deg,command_6_deg,actual_6_deg,command_7_deg,actual_7_deg,command_8_deg,actual_8_deg,command_9_deg,actual_9_deg,command_10_deg,actual_10_deg,command_11_deg,actual_11_deg
18.18,11.18,-0.3310705868675429,0.004290060510052759,-0.08516811826873162,-0.7934956352879304,0.5897350314666722,0.08669921757121073,0.04909105226397514,0.03288031369447708,-0.5,1.2337499856948853,False,1.8789542847517875,10.666145629763237,ok,custom,True,3.499774596951492,-0.4410461993055847,0.03288031369447708,-0.17398497268217838,10.366488758069336,-2.6949335625773942,0.5328803136944771,-0.15144350703116785,5.544438983181517,-1.4554428194815499,0.5328803136944771,-0.5499407525543228,6.289451981304329,-1.7838836151183157,0.03288031369447708,-0.5779921512213687,25.700154319506673,0.601184606076955,0.75,1.2371745025742702,60.15592956542969,59.375291922068975,88.84746551513672,89.72072953585993,0.75,1.0686155188353466,52.50050735473633,54.24699986211019,91.90469360351562,92.47378357640818,0.75,0.8841363210787588,52.50050735473633,54.34965740975179,91.90469360351562,91.61666381367294,0.75,0.6249049637243167,60.15592956542969,60.011026242783615,88.84746551513672,89.7189512083342
18.2,11.2,-0.3322508594265508,0.004052696376294127,-0.08517912783314593,-0.7955543726173268,0.48556815874209847,0.12247082973611763,0.0653017908334732,0.04909105226397514,-0.5,1.2337499856948853,False,1.7546900451157366,10.673442676577025,ok,custom,True,4.9389715639639284,-0.8710178723288498,0.04909105226397514,-0.17480626125374293,10.04120916811042,-2.674535785398554,0.5490910522639751,-0.15126427222994548,6.219102828009796,-1.4449734258523452,0.5490910522639751,-0.549672718351173,5.387730293933581,-1.71264794815003,0.04909105226397514,-0.5783794513981302,26.587013854017727,0.5193393010591744,0.75,1.2170583920234663,59.941795349121094,59.273284878413136,88.99451446533203,89.68755273712065,0.75,1.0781634738735655,52.286861419677734,53.93513574547857,92.01122283935547,92.5404082223357,0.75,0.9162765087613606,52.286861419677734,54.04961192011574,92.01122283935547,91.73673508364695,0.75,0.6387935369958918,59.941795349121094,59.78745379224333,88.99451446533203,89.67628697104882
18.22,11.219999999999999,-0.3333372799780629,0.0039479295875045894,-0.08525949345009405,-0.776175732847315,0.35610306904790157,0.15196521277685926,0.08151252567768097,0.0653017908334732,-0.5,1.2337499856948853,False,1.5708782411231454,10.695200590933945,ok,custom,True,6.114477926474695,-1.1391160871254828,0.0653017908334732,-0.1753296477631045,9.323820816414614,-2.631244604169098,0.5653017908334732,-0.15105554246774625,6.471389331934439,-1.5200107081799439,0.5653017908334732,-0.549391640128166,4.805325831007996,-1.5692220244601096,0.0653017908334732,-0.578724800486783,26.715013905831743,0.4662776621474016,0.75,1.1752480689051237,59.725242614746094,59.23102830420396,89.13833618164062,89.85544044033986,0.75,1.134264640811232,52.19087600708008,53.63875431858337,92.21100616455078,92.59253058847874,0.75,0.9316876172435,52.19087600708008,53.77790949112315,92.21100616455078,91.8919856576121,0.75,0.6627674380551901,59.725242614746094,59.62053569860569,89.13833618164062,89.69180408641996
18.240000000000002,11.240000000000002,-0.3344273506407844,0.0038802848341507484,-0.08537163906579337,-0.7561982013057259,0.21779817158068082,0.1721026302076135,0.09772326052188873,0.08151252567768097,-0.5,1.2337499856948853,False,1.3252915561703211,10.713842299218607,ok,custom,True,7.020960047347818,-1.369160143140584,0.08151252567768097,-0.17575991939614763,8.484874516089963,-2.525910714401912,0.581512525677681,-0.15086664251759585,6.6485367018226,-1.6014518684313965,0.581512525677681,-0.5491325095889382,4.621375543456179,-1.4196299838909725,0.08151252567768097,-0.5790210002798932,26.77574680871656,0.40777703244354824,0.75,1.136539913013959,59.50626754760742,59.18777623431646,89.27892303466797,90.07052832008698,0.75,1.1921111350779217,52.24890899658203,53.35740250621094,92.5234603881836,92.67032594110358,0.75,0.9386759040601527,52.24890899658203,53.53232280617032,92.5234603881836,92.0937106515606,0.75,0.6917833735837626,59.50626754760742,59.46310484346566,89.27892303466797,89.75171931690306
18.26,11.260000000000002,-0.335493116653877,0.0038226685930718286,-0.08551308103682845,-0.7490463441366655,0.09043139285681609,0.17844708325530784,0.1139339953660965,0.09772326052188873,-0.5,1.2337499856948853,False,0.8839566306724066,10.72783091543727,ok,custom,True,7.523471382398285,-1.5879107430434685,0.09772326052188873,-0.17614324176657764,7.640071964547801,-2.362198604614927,0.5977232605218887,-0.1507290349709498,6.776768256961097,-1.6677102926904095,0.5977232605218887,-0.5489210622125039,4.724593845886728,-1.3190750850415374,0.09772326052188873,-0.5792863228672769,26.664905449793913,0.35281667477423145,0.75,1.1156829394105996,59.28489685058594,59.12710819108895,89.41629028320312,90.2687222556724,0.75,1.2299303322471051,52.479095458984375,53.10844006189689,92.94757080078125,92.79146588479372,0.75,0.9383198961290479,52.479095458984375,53.33049910620468,92.94757080078125,92.34145491079661,0.75,0.7292494533433854,59.28489685058594,59.314607700508695,89.41629028320312,89.84828767737785
18.28,11.280000000000001,-0.33644196102328827,0.003804947156715451,-0.08572035779644518,-0.7580742635372196,-0.0051162876665125255,0.17002667839330923,0.13014473021030426,0.1139339953660965,-0.5,1.2337499856948853,False,0.887645596271025,10.747339223256592,ok,custom,True,8.190002980606383,-1.7749251192073627,0.1139339953660965,-0.17649131604034674,6.487623720172748,-2.1591718631447065,0.6139339953660965,-0.15065542043757824,6.391922305945971,-1.699789444442764,0.6139339953660965,-0.5487639632291135,5.62525998130644,-1.2931327155013896,0.1139339953660965,-0.5795356499651413,26.694808988031546,0.29144349888103965,0.75,1.1097996378497683,59.061119079589844,59.07670510778413,89.55042266845703,90.44819247127103,0.75,1.2476233970050257,52.884586334228516,52.93111308011739,93.46609497070312,92.97984195923132,0.75,0.9270278966933387,52.884586334228516,53.20401039592498,93.46609497070312,92.64253672132199,0.75,0.7808016729177878,59.061119079589844,59.208197203966684,89.55042266845703,89.99254905150116
18.3,11.3,-0.3371855531829387,0.003840081211600193,-0.08600295586266395,-0.7879663553527272,-0.05921149915347547,0.15371157014375472,0.14635546505451202,0.13014473021030426,-0.5,1.2337499856948853,False,1.052574060497952,10.778748744885752,ok,custom,True,9.072894056566572,-1.954655133214774,0.13014473021030426,-0.17678860081672884,5.441686514174681,-1.9204882548091544,0.6301447302103043,-0.15066052498478094,5.500761129937133,-1.6681452786906221,0.6301447302103043,-0.5486645443031427,6.5599337725755955,-1.3777070274636432,0.13014473021030426,-0.5797569287754445,26.57527547325398,0.22665029178076154,0.75,1.1201938639532267,58.83496856689453,59.0492540224617,89.68132781982422,90.58898480887343,0.75,1.2447796778260904,53.45622634887695,52.865185322786935,94.04961395263672,93.2557246532158,0.75,0.8980819078216591,53.45622634887695,53.17915179129135,94.04961395263672,92.99039468950205,0.75,0.8531299448465095,58.83496856689453,59.14029223378799,89.68132781982422,90.14437173235218
18.32,11.32,-0.3377365525045881,0.0038520416988588636,-0.08637907825077794,-0.8453479409063573,-0.08425603669757689,0.14004172105411297,0.1625661998987198,0.14635546505451202,-0.5,1.2337499856948853,False,1.3078781673893245,10.762130270467777,ok,custom,True,9.989251694504183,-2.1557868954451673,0.14635546505451202,-0.17699714825894292,4.432404543425382,-1.6628354592742485,0.646355465054512,-0.15074685611799835,4.435602920452307,-1.5434520800928844,0.646355465054512,-0.5486255445813412,7.704231051910802,-1.543202449286074,0.14635546505451202,-0.5799220850045901,26.561490210292675,0.15380421107652065,0.75,1.1661391619281136,58.60643768310547,59.04818052870411,89.80899810791016,90.70576504423701,0.75,1.2044868547948078,54.175071716308594,52.92063745761068,94.66065216064453,93.63786586458826,0.75,0.8564585003805079,54.175071716308594,53.26972202294033,94.66065216064453,93.39905924906729,0.75,0.9396085224231621,58.60643768310547,59.100878811461314,89.80899810791016,90.30187750026026
18.34,11.34,-0.33805803837400916,0.003828918698967063,-0.08686035326881349,-0.9310749143740745,-0.08629437422362894,0.1312843650081916,0.17877693474292755,0.1625661998987198,-0.5,1.2337499856948853,False,1.9128768513558332,10.722263585085962,ok,custom,True,10.885484957557026,-2.3729834820789795,0.1625661998987198,-0.17710099486214392,3.5823837912115852,-1.4055417732038236,0.6625661998987198,-0.15092871107587832,3.354585301276605,-1.3443016093715767,0.6625661998987198,-0.54865875695015,8.985912619275341,-1.7738867585649927,0.1625661998987198,-0.5800130684187288,26.808366669320556,0.11717787961561382,0.75,1.2467871425098982,58.375572204589844,59.091380781025045,89.9334487915039,90.81528048740948,0.75,1.1274248238535185,55.01450729370117,53.10665439864417,95.25752258300781,94.11610531499699,0.75,0.8018859239389655,55.01450729370117,53.48736729520496,95.25752258300781,93.86224405931334,0.75,1.0410286543833047,58.375572204589844,59.09675841898619,89.9334487915039,90.46667724186965
18.36,11.36,-0.3380802527529217,0.003788795049323681,-0.08740915384448243,-1.037151663180728,-0.06933254914340205,0.12652527238386654,0.19498766958713531,0.17877693474292755,-0.5,1.2337499856948853,False,2.4820214619587233,10.67922507273071,ok,custom,True,12.071307800023025,-2.6029191831850005,0.17877693474292755,-0.17710466861385804,2.6916378423050493,-1.1604819318347184,0.6787769347429276,-0.15119174341043287,1.9642592875056495,-1.0976953224063404,0.6787769347429276,-0.5487510562905495,10.34510469786931,-2.0555322788693933,0.17877693474292755,-0.5800273285348423,27.07230962770303,0.1368103754326483,0.75,1.3496051350910057,58.14236068725586,59.1831492307771,90.05467987060547,90.89840992527016,0.75,1.0275077699695931,55.94219207763672,53.41641603804128,95.7978744506836,94.64378193594919,0.75,0.7360150283376217,55.94219207763672,53.82462515804535,95.7978744506836,94.34472306031842,0.75,1.1551175246079866,58.14236068725586,59.133977917478184,90.05467987060547,90.61411374242981
