begin,end,command,joint,status,raw,speed_raw,load_raw,current_raw,voltage_mv,temperature_c,hardware_error,servo_id,joint_name,time_ms,target_deg,actual_deg,error_deg,sim_actual_deg,sim_minus_hardware_deg
0,2,0,0,0,1929,0,0,0,11700,34,0,1,FL-J1,1.0,-0.0,-0.0,-0.0,-0.00039533551042945133,-0.00039533551042945133
122,124,6,0,0,1929,0,0,0,11700,34,0,1,FL-J1,123.0,-0.0,-0.0,-0.0,-0.06876035731691191,-0.06876035731691191
241,243,12,0,0,1931,0,24,0,11700,34,0,1,FL-J1,242.0,-0.0,0.17578125,0.17578125,0.5442511811310969,0.36846993113109694
363,365,18,0,0,1933,0,40,0,11700,34,0,1,FL-J1,364.0,-0.0,0.3515625,0.3515625,1.0785958972360894,0.7270333972360894
483,485,24,0,0,1933,-50,36,0,11700,34,0,1,FL-J1,484.0,-0.0,0.3515625,0.3515625,1.1110400764318182,0.7594775764318182
603,605,30,0,0,1930,-50,-20,0,11700,34,0,1,FL-J1,604.0,-0.0,0.087890625,0.087890625,0.1955618745417887,0.1076712495417887
723,725,36,0,0,1930,0,0,0,11700,34,0,1,FL-J1,724.0,-0.0,0.087890625,0.087890625,-0.09665973073701176,-0.18455035573701176
843,845,42,0,0,1930,0,0,0,11700,34,0,1,FL-J1,844.0,-0.0,0.087890625,0.087890625,1.0643455504982477,0.9764549254982477
964,966,48,0,0,1934,0,48,1,11700,34,0,1,FL-J1,965.0,-0.0,0.439453125,0.439453125,0.884968512275785,0.445515387275785
1083,1085,54,0,0,1935,0,56,1,11700,34,0,1,FL-J1,1084.0,-0.0,0.52734375,0.52734375,0.967550435676372,0.440206685676372
1204,1206,60,0,0,1934,0,52,1,11700,34,0,1,FL-J1,1205.0,-0.087890625,0.439453125,0.52734375,1.1615864264523568,0.7221333014523568
1323,1325,66,0,0,1926,-100,40,0,11700,34,0,1,FL-J1,1324.0,-0.703125,-0.263671875,0.439453125,-0.18666408361895181,0.07700779138104819
1444,1446,72,0,0,1915,-100,48,1,11700,34,0,1,FL-J1,1445.0,-1.93359375,-1.23046875,0.703125,-1.1124649303606653,0.1180038196393347
1563,1565,78,0,0,1898,-150,56,0,11700,34,0,1,FL-J1,1564.0,-3.69140625,-2.724609375,0.966796875,-2.5526796023270366,0.1719297726729634
1683,1685,84,0,0,1875,-150,48,0,11700,34,0,1,FL-J1,1684.0,-5.625,-4.74609375,0.87890625,-4.36034503022096,0.38574871977904035
1803,1805,90,0,0,1855,-150,56,0,11700,34,0,1,FL-J1,1804.0,-7.294921875,-6.50390625,0.791015625,-6.190026971497977,0.31387927850202324
1923,1925,96,0,0,1838,-100,36,0,11600,34,0,1,FL-J1,1924.0,-8.525390625,-7.998046875,0.52734375,-7.828454731721145,0.1695921432788552
2044,2046,102,0,0,1829,-50,-20,0,11700,34,0,1,FL-J1,2045.0,-8.876953125,-8.7890625,0.087890625,-8.817437130394392,-0.028374630394392142
