send_begin_ms,send_end_ms,FL_J1_deg,FL_J2_deg,FL_J3_deg,FR_J1_deg,FR_J2_deg,FR_J3_deg,RL_J1_deg,RL_J2_deg,RL_J3_deg,RR_J1_deg,RR_J2_deg,RR_J3_deg
0,0,0.0,45.966796875,90.0,0.0,45.966796875,90.0,0.0,45.966796875,90.0,0.0,45.966796875,90.0
21,22,0.0,45.966796875,90.0,0.0,45.966796875,90.0,0.0,45.966796875,90.0,0.0,45.966796875,90.0
41,42,0.0,45.966796875,90.0,0.0,46.23046875,90.263671875,0.0,46.23046875,90.263671875,0.0,45.966796875,90.0
61,62,0.0,45.966796875,90.0,0.087890625,46.58203125,90.966796875,0.0,46.494140625,90.87890625,0.0,45.966796875,90.0
80,80,0.0,45.966796875,90.0,0.263671875,47.109375,91.93359375,0.0,47.021484375,91.669921875,0.0,45.966796875,90.0
100,100,0.0,45.966796875,90.0,0.52734375,47.8125,93.076171875,0.0,47.724609375,92.8125,0.0,45.966796875,90.0
121,122,0.0,45.966796875,90.0,0.87890625,48.69140625,94.482421875,0.0,48.427734375,94.04296875,0.0,45.966796875,90.0
141,142,0.0,45.966796875,90.0,1.318359375,49.482421875,95.80078125,0.0,49.130859375,95.185546875,0.0,45.966796875,90.0
161,162,0.0,45.966796875,90.0,1.93359375,50.2734375,97.03125,0.0,49.833984375,96.064453125,0.0,45.966796875,90.0
180,180,0.0,45.966796875,90.0,2.4609375,50.9765625,97.998046875,0.0,50.2734375,96.6796875,0.0,45.966796875,90.0
200,200,0.0,45.966796875,90.0,3.33984375,51.50390625,98.61328125,0.0,50.625,97.03125,0.0,45.966796875,90.0
220,220,0.0,45.966796875,90.0,4.21875,51.767578125,98.96484375,0.0,50.712890625,97.119140625,0.0,45.966796875,90.0
240,240,0.0,45.966796875,90.0,5.185546875,52.119140625,99.404296875,0.0,50.80078125,97.119140625,0.0,45.966796875,90.0
260,260,0.0,46.142578125,90.0,6.328125,52.294921875,99.66796875,0.0,50.80078125,97.119140625,0.0,46.142578125,90.0
280,280,0.0,46.318359375,90.0,7.3828125,52.470703125,100.01953125,0.0,50.80078125,97.119140625,0.0,46.318359375,90.0
300,300,0.0,46.58203125,90.0,8.61328125,52.55859375,100.37109375,0.0,50.712890625,97.119140625,0.0,46.58203125,90.0
320,320,0.0,47.109375,90.0,9.84375,52.55859375,100.634765625,0.0,50.625,97.119140625,0.0,47.109375,90.0
341,342,0.0,47.724609375,90.0,10.986328125,52.470703125,100.810546875,0.0,50.361328125,97.119140625,0.0,47.724609375,90.0
361,362,0.0,48.515625,89.912109375,12.12890625,52.3828125,100.986328125,0.0,50.09765625,97.119140625,0.0,48.515625,89.912109375
381,382,0.0,49.658203125,89.736328125,13.271484375,52.119140625,101.07421875,0.0,49.833984375,97.119140625,0.0,49.658203125,89.736328125
401,402,0.0,50.9765625,89.384765625,14.326171875,51.767578125,101.07421875,0.0,49.39453125,97.119140625,0.0,50.9765625,89.384765625
423,423,0.0,52.734375,88.857421875,15.205078125,51.240234375,100.8984375,0.0,48.8671875,96.943359375,0.0,52.734375,88.857421875
443,443,0.0,54.4921875,87.978515625,16.083984375,50.361328125,100.1953125,0.0,48.076171875,96.240234375,0.0,54.4921875,87.978515625
463,463,0.0,56.337890625,86.923828125,16.69921875,49.306640625,99.140625,0.0,47.021484375,95.009765625,0.0,56.337890625,86.923828125
483,483,0.0,58.0078125,85.4296875,17.314453125,47.98828125,97.55859375,0.0,45.791015625,93.603515625,0.0,58.0078125,85.4296875
503,503,0.0,59.23828125,84.111328125,17.578125,46.7578125,95.9765625,0.0,44.560546875,92.021484375,0.0,59.23828125,84.111328125
521,522,0.0,60.1171875,82.79296875,17.9296875,45.87890625,94.833984375,0.0,43.681640625,90.791015625,0.0,60.1171875,82.79296875
541,541,0.0,60.908203125,81.73828125,18.017578125,45.17578125,94.04296875,0.0,43.06640625,90.087890625,0.0,60.908203125,81.73828125
561,561,0.0,61.5234375,80.68359375,18.017578125,44.912109375,93.69140625,0.0,42.71484375,89.82421875,0.0,61.5234375,80.68359375
581,581,0.0,62.138671875,79.892578125,18.017578125,44.736328125,93.69140625,0.0,42.626953125,89.82421875,0.0,62.138671875,79.892578125
601,601,0.0,62.841796875,79.541015625,18.017578125,44.560546875,93.69140625,0.0,42.36328125,89.82421875,0.0,62.841796875,79.541015625
621,621,0.087890625,63.720703125,79.892578125,17.9296875,44.47265625,93.69140625,-0.087890625,42.36328125,89.82421875,-0.087890625,63.720703125,79.8046875
641,642,0.263671875,64.599609375,81.2109375,17.666015625,44.47265625,93.69140625,-0.263671875,42.36328125,89.912109375,-0.17578125,64.599609375,81.123046875
661,661,0.52734375,65.390625,83.232421875,17.490234375,44.736328125,93.779296875,-0.52734375,42.71484375,90.087890625,-0.263671875,65.302734375,83.056640625
681,681,0.87890625,65.830078125,85.78125,17.138671875,45.0,93.779296875,-0.87890625,43.06640625,90.263671875,-0.615234375,65.7421875,85.60546875
702,703,1.318359375,65.830078125,88.59375,16.69921875,45.615234375,93.8671875,-1.318359375,43.681640625,90.615234375,-0.87890625,65.56640625,88.41796875
723,723,1.7578125,65.0390625,91.318359375,16.171875,46.23046875,94.04296875,-1.7578125,44.47265625,90.87890625,-1.318359375,64.775390625,90.966796875
743,744,2.373046875,63.6328125,93.515625,15.732421875,47.109375,94.130859375,-2.28515625,45.52734375,91.23046875,-1.7578125,63.369140625,93.1640625
763,764,2.98828125,61.787109375,95.2734375,15.1171875,48.33984375,94.21875,-2.900390625,46.669921875,91.494140625,-2.373046875,61.611328125,95.09765625
783,783,3.603515625,59.765625,96.767578125,14.501953125,49.5703125,94.21875,-3.427734375,48.1640625,91.669921875,-3.1640625,59.677734375,96.6796875
803,803,4.130859375,57.65625,97.91015625,13.974609375,51.328125,94.04296875,-3.8671875,50.009765625,91.7578125,-4.04296875,57.65625,97.91015625
823,824,4.482421875,55.72265625,98.701171875,13.623046875,53.26171875,93.603515625,-4.306640625,52.03125,91.494140625,-5.09765625,55.810546875,98.876953125
843,844,4.833984375,53.7890625,99.140625,13.359375,55.458984375,92.98828125,-4.482421875,54.31640625,90.87890625,-6.240234375,54.140625,99.580078125
