linear,local_phase,leg,j1,j2,j3,x_mm,y_mm,z_mm,extra_z_mm,extra_xy_error_mm,option_ok,servo_ok
-1,0.266000,1,0.750000,56.756512,90.689224,167.604584,-95.570587,82.511833,0.000000,0.000000,1,1
-1,0.266000,2,0.750000,56.756512,90.689224,-231.395447,95.570572,82.511848,0.000000,0.000000,1,1
-1,0.266000,3,0.750000,56.756512,90.689224,-231.395447,-95.570580,82.511848,0.000000,0.000000,1,1
-1,0.267000,0,0.750000,56.725964,90.701675,167.746826,95.571861,82.505493,0.000000,0.000000,1,1
-1,0.267000,1,0.750000,56.725964,90.701675,167.746826,-95.571861,82.505493,0.000000,0.000000,1,1
-1,0.267000,2,0.750000,56.725964,90.701675,-231.253189,95.571854,82.505508,0.000000,0.000000,1,1
-1,0.267000,3,0.750000,56.725964,90.701675,-231.253189,-95.571861,82.505508,0.000000,0.000000,1,1
-1,0.268000,0,0.750000,56.695370,90.714066,167.889084,95.573151,82.499199,0.000000,0.000000,1,1
-1,0.268000,1,0.750000,56.695370,90.714066,167.889084,-95.573151,82.499199,0.000000,0.000000,1,1
-1,0.268000,2,0.750000,56.695370,90.714066,-231.110901,95.573135,82.499153,0.000000,0.000000,1,1
-1,0.268000,3,0.750000,56.695370,90.714066,-231.110901,-95.573143,82.499153,0.000000,0.000000,1,1
-1,0.269000,0,0.750000,56.664749,90.726418,168.031372,95.574440,82.492905,0.000000,0.000000,1,1
-1,0.269000,1,0.750000,56.664749,90.726418,168.031372,-95.574440,82.492905,0.000000,0.000000,1,1
-1,0.269000,2,0.750000,56.664749,90.726418,-230.968658,95.574417,82.492844,0.000000,0.000000,1,1
-1,0.269000,3,0.750000,56.664749,90.726418,-230.968658,-95.574425,82.492844,0.000000,0.000000,1,1
-1,0.270000,0,0.750000,56.634098,90.738716,168.173584,95.575714,82.486588,0.000000,0.000000,1,1
-1,0.270000,1,0.750000,56.634098,90.738716,168.173584,-95.575714,82.486588,0.000000,0.000000,1,1
-1,0.270000,2,0.750000,56.634098,90.738716,-230.826447,95.575706,82.486557,0.000000,0.000000,1,1
-1,0.270000,3,0.750000,56.634098,90.738716,-230.826447,-95.575714,82.486557,0.000000,0.000000,1,1
-1,0.271000,0,0.750000,56.603405,90.750961,168.315826,95.576988,82.480301,0.000000,0.000000,1,1
-1,0.271000,1,0.750000,56.603405,90.750961,168.315826,-95.576988,82.480301,0.000000,0.000000,1,1
-1,0.271000,2,0.750000,56.603405,90.750961,-230.684128,95.576981,82.480278,0.000000,0.000000,1,1
-1,0.271000,3,0.750000,56.603405,90.750961,-230.684128,-95.576988,82.480278,0.000000,0.000000,1,1
-1,0.272000,0,0.750000,56.572681,90.763168,168.458084,95.578270,82.474045,0.000000,0.000000,1,1
-1,0.272000,1,0.750000,56.572681,90.763168,168.458084,-95.578270,82.474045,0.000000,0.000000,1,1
-1,0.272000,2,0.750000,56.572681,90.763168,-230.541916,95.578270,82.473984,0.000000,0.000000,1,1
-1,0.272000,3,0.750000,56.572681,90.763168,-230.541916,-95.578278,82.473984,0.000000,0.000000,1,1
-1,0.273000,0,0.750000,56.541920,90.775322,168.600388,95.579575,82.467842,0.000000,0.000000,1,1
-1,0.273000,1,0.750000,56.541920,90.775322,168.600388,-95.579575,82.467842,0.000000,0.000000,1,1
-1,0.273000,2,0.750000,56.541920,90.775322,-230.399658,95.579552,82.467781,0.000000,0.000000,1,1
-1,0.273000,3,0.750000,56.541920,90.775322,-230.399658,-95.579559,82.467781,0.000000,0.000000,1,1
-1,0.274000,0,0.750000,56.511127,90.787415,168.742630,95.580841,82.461548,0.000000,0.000000,1,1
-1,0.274000,1,0.750000,56.511127,90.787415,168.742630,-95.580841,82.461548,0.000000,0.000000,1,1
-1,0.274000,2,0.750000,56.511127,90.787415,-230.257370,95.580833,82.461571,0.000000,0.000000,1,1
-1,0.274000,3,0.750000,56.511127,90.787415,-230.257370,-95.580841,82.461571,0.000000,0.000000,1,1
-1,0.275000,0,0.750000,56.480301,90.799469,168.884842,95.582138,82.455406,0.000000,0.000000,1,1
-1,0.275000,1,0.750000,56.480301,90.799469,168.884842,-95.582138,82.455406,0.000000,0.000000,1,1
-1,0.275000,2,0.750000,56.480301,90.799469,-230.115128,95.582123,82.455376,0.000000,0.000000,1,1
-1,0.275000,3,0.750000,56.480301,90.799469,-230.115128,-95.582130,82.455376,0.000000,0.000000,1,1
-1,0.276000,0,0.750000,56.449436,90.811470,169.027176,95.583420,82.449265,0.000000,0.000000,1,1
-1,0.276000,1,0.750000,56.449436,90.811470,169.027176,-95.583420,82.449265,0.000000,0.000000,1,1
-1,0.276000,2,0.750000,56.449436,90.811470,-229.972824,95.583412,82.449219,0.000000,0.000000,1,1
-1,0.276000,3,0.750000,56.449436,90.811470,-229.972824,-95.583420,82.449219,0.000000,0.000000,1,1
-1,0.277000,0,0.750000,56.418545,90.823433,169.169434,95.584694,82.443115,0.000000,0.000000,1,1
-1,0.277000,1,0.750000,56.418545,90.823433,169.169434,-95.584694,82.443115,0.000000,0.000000,1,1
-1,0.277000,2,0.750000,56.418545,90.823433,-229.830566,95.584686,82.443077,0.000000,0.000000,1,1
-1,0.277000,3,0.750000,56.418545,90.823433,-229.830566,-95.584694,82.443077,0.000000,0.000000,1,1
-1,0.278000,0,0.750000,56.387619,90.835335,169.311722,95.585976,82.436966,0.000000,0.000000,1,1
-1,0.278000,1,0.750000,56.387619,90.835335,169.311722,-95.585976,82.436966,0.000000,0.000000,1,1
-1,0.278000,2,0.750000,56.387619,90.835335,-229.688293,95.585968,82.436913,0.000000,0.000000,1,1
-1,0.278000,3,0.750000,56.387619,90.835335,-229.688293,-95.585976,82.436913,0.000000,0.000000,1,1
-1,0.279000,0,0.750000,56.356651,90.847191,169.454025,95.587250,82.430870,0.000000,0.000000,1,1
-1,0.279000,1,0.750000,56.356651,90.847191,169.454025,-95.587250,82.430870,0.000000,0.000000,1,1
-1,0.279000,2,0.750000,56.356651,90.847191,-229.545944,95.587250,82.430786,0.000000,0.000000,1,1
-1,0.279000,3,0.750000,56.356651,90.847191,-229.545944,-95.587250,82.430786,0.000000,0.000000,1,1
-1,0.280000,0,0.750000,56.325661,90.859001,169.596344,95.588539,82.424721,0.000000,0.000000,1,1
-1,0.280000,1,0.750000,56.325661,90.859001,169.596344,-95.588539,82.424721,0.000000,0.000000,1,1
-1,0.280000,2,0.750000,56.325661,90.859001,-229.403671,95.588524,82.424744,0.000000,0.000000,1,1
-1,0.280000,3,0.750000,56.325661,90.859001,-229.403671,-95.588531,82.424744,0.000000,0.000000,1,1
-1,0.281000,0,0.750000,56.294632,90.870758,169.738693,95.589821,82.418640,0.000000,0.000000,1,1
-1,0.281000,1,0.750000,56.294632,90.870758,169.738693,-95.589821,82.418640,0.000000,0.000000,1,1
-1,0.281000,2,0.750000,56.294632,90.870758,-229.261368,95.589806,82.418686,0.000000,0.000000,1,1
-1,0.281000,3,0.750000,56.294632,90.870758,-229.261368,-95.589813,82.418686,0.000000,0.000000,1,1
-1,0.282000,0,0.750000,56.263565,90.882469,169.880997,95.591110,82.412628,0.000000,0.000000,1,1
-1,0.282000,1,0.750000,56.263565,90.882469,169.880997,-95.591110,82.412628,0.000000,0.000000,1,1
-1,0.282000,2,0.750000,56.263565,90.882469,-229.118988,95.591095,82.412628,0.000000,0.000000,1,1
-1,0.282000,3,0.750000,56.263565,90.882469,-229.118988,-95.591103,82.412628,0.000000,0.000000,1,1
-1,0.283000,0,0.750000,56.232464,90.894127,170.023239,95.592400,82.406586,0.000000,0.000000,1,1
-1,0.283000,1,0.750000,56.232464,90.894127,170.023239,-95.592400,82.406586,0.000000,0.000000,1,1
-1,0.283000,2,0.750000,56.232464,90.894127,-228.976700,95.592384,82.406593,0.000000,0.000000,1,1
-1,0.283000,3,0.750000,56.232464,90.894127,-228.976700,-95.592392,82.406593,0.000000,0.000000,1,1
-1,0.284000,0,0.750000,56.201332,90.905731,170.165543,95.593681,82.400551,0.000000,0.000000,1,1
-1,0.284000,1,0.750000,56.201332,90.905731,170.165543,-95.593681,82.400551,0.000000,0.000000,1,1
-1,0.284000,2,0.750000,56.201332,90.905731,-228.834396,95.593674,82.400528,0.000000,0.000000,1,1
-1,0.284000,3,0.750000,56.201332,90.905731,-228.834396,-95.593681,82.400528,0.000000,0.000000,1,1
-1,0.285000,0,0.750000,56.170174,90.917305,170.307922,95.594963,82.394577,0.000000,0.000000,1,1
-1,0.285000,1,0.750000,56.170174,90.917305,170.307922,-95.594963,82.394577,0.000000,0.000000,1,1
-1,0.285000,2,0.750000,56.170174,90.917305,-228.692078,95.594955,82.394562,0.000000,0.000000,1,1
-1,0.285000,3,0.750000,56.170174,90.917305,-228.692078,-95.594963,82.394562,0.000000,0.000000,1,1
-1,0.286000,0,0.750000,56.138973,90.928810,170.450241,95.596252,82.388596,0.000000,0.000000,1,1
-1,0.286000,1,0.750000,56.138973,90.928810,170.450241,-95.596252,82.388596,0.000000,0.000000,1,1
-1,0.286000,2,0.750000,56.138973,90.928810,-228.549850,95.596237,82.388557,0.000000,0.000000,1,1
-1,0.286000,3,0.750000,56.138973,90.928810,-228.549850,-95.596245,82.388557,0.000000,0.000000,1,1
-1,0.287000,0,0.750000,56.107742,90.940285,170.592545,95.597527,82.382675,0.000000,0.000000,1,1
-1,0.287000,1,0.750000,56.107742,90.940285,170.592545,-95.597527,82.382675,0.000000,0.000000,1,1
-1,0.287000,2,0.750000,56.107742,90.940285,-228.407440,95.597519,82.382645,0.000000,0.000000,1,1
-1,0.287000,3,0.750000,56.107742,90.940285,-228.407440,-95.597534,82.382645,0.000000,0.000000,1,1
-1,0.288000,0,0.750000,56.076477,90.951698,170.734909,95.598816,82.376701,0.000000,0.000000,1,1
-1,0.288000,1,0.750000,56.076477,90.951698,170.734909,-95.598816,82.376701,0.000000,0.000000,1,1
-1,0.288000,2,0.750000,56.076477,90.951698,-228.265091,95.598801,82.376732,0.000000,0.000000,1,1
-1,0.288000,3,0.750000,56.076477,90.951698,-228.265091,-95.598808,82.376732,0.000000,0.000000,1,1
-1,0.289000,0,0.750000,56.045177,90.963058,170.877197,95.600098,82.370811,0.000000,0.000000,1,1
-1,0.289000,1,0.750000,56.045177,90.963058,170.877197,-95.600098,82.370811,0.000000,0.000000,1,1
-1,0.289000,2,0.750000,56.045177,90.963058,-228.122787,95.600082,82.370804,0.000000,0.000000,1,1
-1,0.289000,3,0.750000,56.045177,90.963058,-228.122787,-95.600090,82.370804,0.000000,0.000000,1,1
-1,0.290000,0,0.750000,56.013847,90.974380,171.019531,95.601364,82.364929,0.000000,0.000000,1,1
-1,0.290000,1,0.750000,56.013847,90.974380,171.019531,-95.601364,82.364929,0.000000,0.000000,1,1
-1,0.290000,2,0.750000,56.013847,90.974380,-227.980499,95.601357,82.364891,0.000000,0.000000,1,1
-1,0.290000,3,0.750000,56.013847,90.974380,-227.980499,-95.601364,82.364891,0.000000,0.000000,1,1
-1,0.291000,0,0.750000,55.982479,90.985649,171.161926,95.602654,82.359047,0.000000,0.000000,1,1
-1,0.291000,1,0.750000,55.982479,90.985649,171.161926,-95.602654,82.359047,0.000000,0.000000,1,1
-1,0.291000,2,0.750000,55.982479,90.985649,-227.838120,95.602638,82.359024,0.000000,0.000000,1,1
-1,0.291000,3,0.750000,55.982479,90.985649,-227.838120,-95.602646,82.359024,0.000000,0.000000,1,1
-1,0.292000,0,0.750000,55.951080,90.996864,171.304291,95.603943,82.353180,0.000000,0.000000,1,1
-1,0.292000,1,0.750000,55.951080,90.996864,171.304291,-95.603943,82.353180,0.000000,0.000000,1,1
-1,0.292000,2,0.750000,55.951080,90.996864,-227.695724,95.603935,82.353180,0.000000,0.000000,1,1
-1,0.292000,3,0.750000,55.951080,90.996864,-227.695724,-95.603943,82.353180,0.000000,0.000000,1,1
-1,0.293000,0,0.750000,55.919643,91.008034,171.446609,95.605217,82.347397,0.000000,0.000000,1,1
-1,0.293000,1,0.750000,55.919643,91.008034,171.446609,-95.605217,82.347397,0.000000,0.000000,1,1
-1,0.293000,2,0.750000,55.919643,91.008034,-227.553375,95.605209,82.347343,0.000000,0.000000,1,1
-1,0.293000,3,0.750000,55.919643,91.008034,-227.553375,-95.605217,82.347343,0.000000,0.000000,1,1
-1,0.294000,0,0.750000,55.888184,91.019157,171.589020,95.606491,82.341576,0.000000,0.000000,1,1
-1,0.294000,1,0.750000,55.888184,91.019157,171.589020,-95.606491,82.341576,0.000000,0.000000,1,1
-1,0.294000,2,0.750000,55.888184,91.019157,-227.410995,95.606483,82.341515,0.000000,0.000000,1,1
-1,0.294000,3,0.750000,55.888184,91.019157,-227.410995,-95.606499,82.341515,0.000000,0.000000,1,1
-1,0.295000,0,0.750000,55.856678,91.030228,171.731384,95.607788,82.335754,0.000000,0.000000,1,1
-1,0.295000,1,0.750000,55.856678,91.030228,171.731384,-95.607788,82.335754,0.000000,0.000000,1,1
-1,0.295000,2,0.750000,55.856678,91.030228,-227.268661,95.607780,82.335701,0.000000,0.000000,1,1
-1,0.295000,3,0.750000,55.856678,91.030228,-227.268661,-95.607788,82.335701,0.000000,0.000000,1,1
-1,0.296000,0,0.750000,55.825153,91.041252,171.873688,95.609062,82.330032,0.000000,0.000000,1,1
-1,0.296000,1,0.750000,55.825153,91.041252,171.873688,-95.609062,82.330032,0.000000,0.000000,1,1
-1,0.296000,2,0.750000,55.825153,91.041252,-227.126328,95.609047,82.329979,0.000000,0.000000,1,1
-1,0.296000,3,0.750000,55.825153,91.041252,-227.126328,-95.609055,82.329979,0.000000,0.000000,1,1
-1,0.297000,0,0.750000,55.793583,91.052223,172.016083,95.610336,82.324188,0.000000,0.000000,1,1
-1,0.297000,1,0.750000,55.793583,91.052223,172.016083,-95.610336,82.324188,0.000000,0.000000,1,1
-1,0.297000,2,0.750000,55.793583,91.052223,-226.983948,95.610329,82.324211,0.000000,0.000000,1,1
-1,0.297000,3,0.750000,55.793583,91.052223,-226.983948,-95.610336,82.324211,0.000000,0.000000,1,1
-1,0.298000,0,0.750000,55.761986,91.063148,172.158493,95.611626,82.318497,0.000000,0.000000,1,1
-1,0.298000,1,0.750000,55.761986,91.063148,172.158493,-95.611626,82.318497,0.000000,0.000000,1,1
-1,0.298000,2,0.750000,55.761986,91.063148,-226.841522,95.611618,82.318497,0.000000,0.000000,1,1
-1,0.298000,3,0.750000,55.761986,91.063148,-226.841522,-95.611626,82.318497,0.000000,0.000000,1,1
-1,0.299000,0,0.750000,55.730350,91.074020,172.300858,95.612900,82.312752,0.000000,0.000000,1,1
-1,0.299000,1,0.750000,55.730350,91.074020,172.300858,-95.612900,82.312752,0.000000,0.000000,1,1
-1,0.299000,2,0.750000,55.730350,91.074020,-226.699158,95.612885,82.312782,0.000000,0.000000,1,1
-1,0.299000,3,0.750000,55.730350,91.074020,-226.699158,-95.612892,82.312782,0.000000,0.000000,1,1
-1,0.300000,0,0.750000,55.698685,91.084846,172.443237,95.614182,82.307152,0.000000,0.000000,1,1
-1,0.300000,1,0.750000,55.698685,91.084846,172.443237,-95.614182,82.307152,0.000000,0.000000,1,1
-1,0.300000,2,0.750000,55.698685,91.084846,-226.556747,95.614182,82.307091,0.000000,0.000000,1,1
-1,0.300000,3,0.750000,55.698685,91.084846,-226.556747,-95.614189,82.307091,0.000000,0.000000,1,1
-1,0.301000,0,0.750000,55.666988,91.095627,172.585648,95.615471,82.301491,0.000000,0.000000,1,1
-1,0.301000,1,0.750000,55.666988,91.095627,172.585648,-95.615471,82.301491,0.000000,0.000000,1,1
-1,0.301000,2,0.750000,55.666988,91.095627,-226.414398,95.615456,82.301437,0.000000,0.000000,1,1
-1,0.301000,3,0.750000,55.666988,91.095627,-226.414398,-95.615463,82.301437,0.000000,0.000000,1,1
-1,0.302000,0,0.750000,55.635250,91.106361,172.728058,95.616753,82.295807,0.000000,0.000000,1,1
-1,0.302000,1,0.750000,55.635250,91.106361,172.728058,-95.616753,82.295807,0.000000,0.000000,1,1
-1,0.302000,2,0.750000,55.635250,91.106361,-226.271881,95.616745,82.295792,0.000000,0.000000,1,1
-1,0.302000,3,0.750000,55.635250,91.106361,-226.271881,-95.616753,82.295792,0.000000,0.000000,1,1
-1,0.303000,0,0.750000,55.603489,91.117035,172.870407,95.618034,82.290146,0.000000,0.000000,1,1
-1,0.303000,1,0.750000,55.603489,91.117035,172.870407,-95.618034,82.290146,0.000000,0.000000,1,1
-1,0.303000,2,0.750000,55.603489,91.117035,-226.129547,95.618034,82.290146,0.000000,0.000000,1,1
-1,0.303000,3,0.750000,55.603489,91.117035,-226.129547,-95.618042,82.290154,0.000000,0.000000,1,1
-1,0.304000,0,0.750000,55.571693,91.127670,173.012848,95.619316,82.284546,0.000000,0.000000,1,1
-1,0.304000,1,0.750000,55.571693,91.127670,173.012848,-95.619316,82.284546,0.000000,0.000000,1,1
-1,0.304000,2,0.750000,55.571693,91.127670,-225.987167,95.619308,82.284584,0.000000,0.000000,1,1
-1,0.304000,3,0.750000,55.571693,91.127670,-225.987167,-95.619316,82.284584,0.000000,0.000000,1,1
-1,0.305000,0,0.750000,55.539860,91.138245,173.155212,95.620590,82.279068,0.000000,0.000000,1,1
-1,0.305000,1,0.750000,55.539860,91.138245,173.155212,-95.620590,82.279068,0.000000,0.000000,1,1
-1,0.305000,2,0.750000,55.539860,91.138245,-225.844818,95.620575,82.278992,0.000000,0.000000,1,1
-1,0.305000,3,0.750000,55.539860,91.138245,-225.844818,-95.620583,82.278992,0.000000,0.000000,1,1
-1,0.306000,0,0.750000,55.507996,91.148781,173.297653,95.621880,82.273422,0.000000,0.000000,1,1
-1,0.306000,1,0.750000,55.507996,91.148781,173.297653,-95.621880,82.273422,0.000000,0.000000,1,1
-1,0.306000,2,0.750000,55.507996,91.148781,-225.702347,95.621864,82.273384,0.000000,0.000000,1,1
-1,0.306000,3,0.750000,55.507996,91.148781,-225.702347,-95.621872,82.273384,0.000000,0.000000,1,1
-1,0.307000,0,0.750000,55.476097,91.159264,173.440063,95.623161,82.267853,0.000000,0.000000,1,1
-1,0.307000,1,0.750000,55.476097,91.159264,173.440063,-95.623161,82.267853,0.000000,0.000000,1,1
-1,0.307000,2,0.750000,55.476097,91.159264,-225.559937,95.623154,82.267891,0.000000,0.000000,1,1
-1,0.307000,3,0.750000,55.476097,91.159264,-225.559937,-95.623161,82.267891,0.000000,0.000000,1,1
-1,0.308000,0,0.750000,55.444164,91.169693,173.582504,95.624435,82.262321,0.000000,0.000000,1,1
-1,0.308000,1,0.750000,55.444164,91.169693,173.582504,-95.624435,82.262321,0.000000,0.000000,1,1
-1,0.308000,2,0.750000,55.444164,91.169693,-225.417526,95.624420,82.262329,0.000000,0.000000,1,1
-1,0.308000,3,0.750000,55.444164,91.169693,-225.417526,-95.624428,82.262329,0.000000,0.000000,1,1
-1,0.309000,0,0.750000,55.412205,91.180084,173.724884,95.625717,82.256821,0.000000,0.000000,1,1
-1,0.309000,1,0.750000,55.412205,91.180084,173.724884,-95.625717,82.256821,0.000000,0.000000,1,1
-1,0.309000,2,0.750000,55.412205,91.180084,-225.275131,95.625702,82.256767,0.000000,0.000000,1,1
-1,0.309000,3,0.750000,55.412205,91.180084,-225.275131,-95.625710,82.256767,0.000000,0.000000,1,1
-1,0.310000,0,0.750000,55.380207,91.190414,173.867340,95.626999,82.251305,0.000000,0.000000,1,1
-1,0.310000,1,0.750000,55.380207,91.190414,173.867340,-95.626999,82.251305,0.000000,0.000000,1,1
-1,0.310000,2,0.750000,55.380207,91.190414,-225.132675,95.626984,82.251312,0.000000,0.000000,1,1
-1,0.310000,3,0.750000,55.380207,91.190414,-225.132675,-95.626991,82.251312,0.000000,0.000000,1,1
-1,0.311000,0,0.750000,55.348179,91.200706,174.009796,95.628273,82.245872,0.000000,0.000000,1,1
-1,0.311000,1,0.750000,55.348179,91.200706,174.009796,-95.628273,82.245872,0.000000,0.000000,1,1
-1,0.311000,2,0.750000,55.348179,91.200706,-224.990250,95.628265,82.245842,0.000000,0.000000,1,1
-1,0.311000,3,0.750000,55.348179,91.200706,-224.990250,-95.628273,82.245842,0.000000,0.000000,1,1
-1,0.312000,0,0.750000,55.316116,91.210945,174.152161,95.629555,82.240456,0.000000,0.000000,1,1
-1,0.312000,1,0.750000,55.316116,91.210945,174.152161,-95.629555,82.240456,0.000000,0.000000,1,1
-1,0.312000,2,0.750000,55.316116,91.210945,-224.847809,95.629547,82.240410,0.000000,0.000000,1,1
-1,0.312000,3,0.750000,55.316116,91.210945,-224.847809,-95.629555,82.240410,0.000000,0.000000,1,1
-1,0.313000,0,0.750000,55.284016,91.221123,174.294647,95.630829,82.234985,0.000000,0.000000,1,1
-1,0.313000,1,0.750000,55.284016,91.221123,174.294647,-95.630829,82.234985,0.000000,0.000000,1,1
-1,0.313000,2,0.750000,55.284016,91.221123,-224.705399,95.630821,82.234932,0.000000,0.000000,1,1
-1,0.313000,3,0.750000,55.284016,91.221123,-224.705399,-95.630829,82.234932,0.000000,0.000000,1,1
-1,0.314000,0,0.750000,55.251892,91.231270,174.437073,95.632111,82.229500,0.000000,0.000000,1,1
-1,0.314000,1,0.750000,55.251892,91.231270,174.437073,-95.632111,82.229500,0.000000,0.000000,1,1
-1,0.314000,2,0.750000,55.251892,91.231270,-224.562897,95.632103,82.229546,0.000000,0.000000,1,1
-1,0.314000,3,0.750000,55.251892,91.231270,-224.562897,-95.632111,82.229546,0.000000,0.000000,1,1
-1,0.315000,0,0.750000,55.219730,91.241364,174.579544,95.633377,82.224190,0.000000,0.000000,1,1
-1,0.315000,1,0.750000,55.219730,91.241364,174.579544,-95.633377,82.224190,0.000000,0.000000,1,1
-1,0.315000,2,0.750000,55.219730,91.241364,-224.420425,95.633377,82.224197,0.000000,0.000000,1,1
-1,0.315000,3,0.750000,55.219730,91.241364,-224.420425,-95.633385,82.224197,0.000000,0.000000,1,1
-1,0.316000,0,0.750000,55.187538,91.251404,174.722015,95.634659,82.218849,0.000000,0.000000,1,1
-1,0.316000,1,0.750000,55.187538,91.251404,174.722015,-95.634659,82.218849,0.000000,0.000000,1,1
-1,0.316000,2,0.750000,55.187538,91.251404,-224.278030,95.634651,82.218781,0.000000,0.000000,1,1
-1,0.316000,3,0.750000,55.187538,91.251404,-224.278030,-95.634659,82.218781,0.000000,0.000000,1,1
-1,0.317000,0,0.750000,55.155312,91.261398,174.864456,95.635933,82.213524,0.000000,0.000000,1,1
-1,0.317000,1,0.750000,55.155312,91.261398,174.864456,-95.635933,82.213524,0.000000,0.000000,1,1
-1,0.317000,2,0.750000,55.155312,91.261398,-224.135559,95.635933,82.213493,0.000000,0.000000,1,1
-1,0.317000,3,0.750000,55.155312,91.261398,-224.135559,-95.635941,82.213493,0.000000,0.000000,1,1
-1,0.318000,0,0.750000,55.123055,91.271339,175.006897,95.637207,82.208130,0.000000,0.000000,1,1
-1,0.318000,1,0.750000,55.123055,91.271339,175.006897,-95.637207,82.208130,0.000000,0.000000,1,1
-1,0.318000,2,0.750000,55.123055,91.271339,-223.993088,95.637207,82.208130,0.000000,0.000000,1,1
-1,0.318000,3,0.750000,55.123055,91.271339,-223.993088,-95.637215,82.208130,0.000000,0.000000,1,1
-1,0.319000,0,0.750000,55.090763,91.281235,175.149384,95.638496,82.202835,0.000000,0.000000,1,1
-1,0.319000,1,0.750000,55.090763,91.281235,175.149384,-95.638496,82.202835,0.000000,0.000000,1,1
-1,0.319000,2,0.750000,55.090763,91.281235,-223.850616,95.638496,82.202843,0.000000,0.000000,1,1
-1,0.319000,3,0.750000,55.090763,91.281235,-223.850616,-95.638504,82.202843,0.000000,0.000000,1,1
-1,0.320000,0,0.750000,55.058437,91.291077,175.291840,95.639771,82.197548,0.000000,0.000000,1,1
-1,0.320000,1,0.750000,55.058437,91.291077,175.291840,-95.639771,82.197548,0.000000,0.000000,1,1
-1,0.320000,2,0.750000,55.058437,91.291077,-223.708191,95.639763,82.197586,0.000000,0.000000,1,1
-1,0.320000,3,0.750000,55.058437,91.291077,-223.708191,-95.639771,82.197586,0.000000,0.000000,1,1
-1,0.321000,0,0.750000,55.026089,91.300873,175.434296,95.641052,82.192352,0.000000,0.000000,1,1
-1,0.321000,1,0.750000,55.026089,91.300873,175.434296,-95.641052,82.192352,0.000000,0.000000,1,1
-1,0.321000,2,0.750000,55.026089,91.300873,-223.565735,95.641052,82.192268,0.000000,0.000000,1,1
-1,0.321000,3,0.750000,55.026089,91.300873,-223.565735,-95.641060,82.192268,0.000000,0.000000,1,1
-1,0.322000,0,0.750000,54.993694,91.310623,175.576813,95.642342,82.187035,0.000000,0.000000,1,1
-1,0.322000,1,0.750000,54.993694,91.310623,175.576813,-95.642342,82.187035,0.000000,0.000000,1,1
-1,0.322000,2,0.750000,54.993694,91.310623,-223.423218,95.642334,82.187065,0.000000,0.000000,1,1
-1,0.322000,3,0.750000,54.993694,91.310623,-223.423218,-95.642342,82.187065,0.000000,0.000000,1,1
-1,0.323000,0,0.750000,54.961273,91.320320,175.719269,95.643616,82.181870,0.000000,0.000000,1,1
-1,0.323000,1,0.750000,54.961273,91.320320,175.719269,-95.643616,82.181870,0.000000,0.000000,1,1
-1,0.323000,2,0.750000,54.961273,91.320320,-223.280746,95.643600,82.181824,0.000000,0.000000,1,1
-1,0.323000,3,0.750000,54.961273,91.320320,-223.280746,-95.643608,82.181824,0.000000,0.000000,1,1
-1,0.324000,0,0.750000,54.928814,91.329964,175.861771,95.644890,82.176613,0.000000,0.000000,1,1
-1,0.324000,1,0.750000,54.928814,91.329964,175.861771,-95.644890,82.176613,0.000000,0.000000,1,1
-1,0.324000,2,0.750000,54.928814,91.329964,-223.138260,95.644882,82.176605,0.000000,0.000000,1,1
-1,0.324000,3,0.750000,54.928814,91.329964,-223.138260,-95.644890,82.176605,0.000000,0.000000,1,1
-1,0.325000,0,0.750000,54.896336,91.339569,176.004227,95.646172,82.171524,0.000000,0.000000,1,1
-1,0.325000,1,0.750000,54.896336,91.339569,176.004227,-95.646172,82.171524,0.000000,0.000000,1,1
-1,0.325000,2,0.750000,54.896336,91.339569,-222.995773,95.646156,82.171440,0.000000,0.000000,1,1
-1,0.325000,3,0.750000,54.896336,91.339569,-222.995773,-95.646164,82.171440,0.000000,0.000000,1,1
-1,0.326000,0,0.750000,54.863808,91.349113,176.146820,95.647453,82.166275,0.000000,0.000000,1,1
-1,0.326000,1,0.750000,54.863808,91.349113,176.146820,-95.647453,82.166275,0.000000,0.000000,1,1
-1,0.326000,2,0.750000,54.863808,91.349113,-222.853226,95.647438,82.166283,0.000000,0.000000,1,1
-1,0.326000,3,0.750000,54.863808,91.349113,-222.853226,-95.647446,82.166283,0.000000,0.000000,1,1
-1,0.327000,0,0.750000,54.831261,91.358620,176.289230,95.648727,82.161087,0.000000,0.000000,1,1
-1,0.327000,1,0.750000,54.831261,91.358620,176.289230,-95.648727,82.161087,0.000000,0.000000,1,1
-1,0.327000,2,0.750000,54.831261,91.358620,-222.710785,95.648720,82.161087,0.000000,0.000000,1,1
-1,0.327000,3,0.750000,54.831261,91.358620,-222.710785,-95.648727,82.161087,0.000000,0.000000,1,1
-1,0.328000,0,0.750000,54.798679,91.368080,176.431763,95.650002,82.156044,0.000000,0.000000,1,1
-1,0.328000,1,0.750000,54.798679,91.368080,176.431763,-95.650002,82.156044,0.000000,0.000000,1,1
-1,0.328000,2,0.750000,54.798679,91.368080,-222.568237,95.650002,82.156029,0.000000,0.000000,1,1
-1,0.328000,3,0.750000,54.798679,91.368080,-222.568237,-95.650009,82.156029,0.000000,0.000000,1,1
-1,0.329000,0,0.750000,54.766060,91.377472,176.574219,95.651291,82.150879,0.000000,0.000000,1,1
-1,0.329000,1,0.750000,54.766060,91.377472,176.574219,-95.651291,82.150879,0.000000,0.000000,1,1
