begin,end,command,joint,status,raw,speed_raw,load_raw,current_raw,voltage_mv,temperature_c,hardware_error,servo_id,joint_name,time_ms,target_deg,actual_deg,error_deg,sim_actual_deg,sim_minus_hardware_deg
62,64,3,0,0,1931,0,24,0,11700,34,0,1,FL-J1,63.0,-0.0,0.17578125,0.17578125,0.07067017776645784,-0.10511107223354216
182,184,9,0,0,1931,0,24,0,11700,34,0,1,FL-J1,183.0,-0.0,0.17578125,0.17578125,0.3589558213637019,0.1831745713637019
301,303,15,0,0,1934,0,48,1,11700,34,0,1,FL-J1,302.0,-0.0,0.439453125,0.439453125,0.9365125167509079,0.49705939175090785
421,423,21,0,0,1937,50,76,3,11700,34,0,1,FL-J1,422.0,-0.0,0.703125,0.703125,1.1163735322866952,0.4132485322866952
541,543,27,0,0,1937,-50,72,3,11700,34,0,1,FL-J1,542.0,-0.0,0.703125,0.703125,1.0972521152076422,0.3941271152076422
662,664,33,0,0,1932,-50,28,0,11600,34,0,1,FL-J1,663.0,-0.0,0.263671875,0.263671875,1.0579400430791643,0.7942681680791643
781,783,39,0,0,1929,0,0,0,11600,34,0,1,FL-J1,782.0,-0.0,-0.0,-0.0,0.023106588696502818,0.023106588696502818
901,903,45,0,0,1935,0,60,1,11700,34,0,1,FL-J1,902.0,-0.0,0.52734375,0.52734375,0.5840138219627796,0.05667007196277962
1021,1023,51,0,0,1938,0,80,3,11700,34,0,1,FL-J1,1022.0,-0.0,0.791015625,0.791015625,0.8020075288168003,0.010991903816800264
1141,1143,57,0,0,1938,0,80,3,11700,34,0,1,FL-J1,1142.0,-0.0,0.791015625,0.791015625,0.9499368027853334,0.15892117778533343
1262,1264,63,0,0,1934,-100,84,2,11700,34,0,1,FL-J1,1263.0,-0.439453125,0.439453125,0.87890625,0.48911334744151924,0.04966022244151924
1382,1384,69,0,0,1920,0,44,0,11700,34,0,1,FL-J1,1383.0,-1.40625,-0.791015625,0.615234375,-0.757505164261198,0.03351046073880204
1502,1504,75,0,0,1905,-150,48,0,11700,34,0,1,FL-J1,1503.0,-2.98828125,-2.109375,0.87890625,-1.8978466664123539,0.2115283335876461
1621,1623,81,0,0,1885,-150,52,0,11600,34,0,1,FL-J1,1622.0,-4.921875,-3.8671875,1.0546875,-3.580393483896734,0.2867940161032658
1741,1743,87,0,0,1862,-150,52,0,11600,34,0,1,FL-J1,1742.0,-6.767578125,-5.888671875,0.87890625,-5.469143979982038,0.4195278950179624
1861,1863,93,0,0,1844,-150,48,0,11600,34,0,1,FL-J1,1862.0,-8.0859375,-7.470703125,0.615234375,-7.264164369786447,0.20653875521355314
1982,1984,99,0,0,1831,-50,20,0,11600,34,0,1,FL-J1,1983.0,-8.7890625,-8.61328125,0.17578125,-8.543877765806515,0.06940348419348474
2101,2103,105,0,0,1829,0,24,0,11600,34,0,1,FL-J1,2102.0,-8.96484375,-8.7890625,0.17578125,-9.035798747182673,-0.24673624718267284
2222,2224,111,0,0,1828,-50,-20,0,11700,34,0,1,FL-J1,2223.0,-8.96484375,-8.876953125,0.087890625,-9.388017113712953,-0.5110639887129533
2341,2343,117,0,0,1828,0,0,0,11700,34,0,1,FL-J1,2342.0,-8.96484375,-8.876953125,0.087890625,-9.123497685420793,-0.24654456042079254
2462,2464,123,0,0,1835,0,72,2,11700,34,0,1,FL-J1,2463.0,-8.96484375,-8.26171875,0.703125,-8.660380742069139,-0.39866199206913855
2575,2577,129,0,0,1836,0,80,2,11700,34,0,1,FL-J1,2576.0,-8.96484375,-8.173828125,0.791015625,-8.923604496711102,-0.7497763717111017
2698,2700,135,0,0,1836,0,80,3,11700,34,0,1,FL-J1,2699.0,-8.96484375,-8.173828125,0.791015625,-9.210828463181658,-1.0370003381816577
2815,2817,141,0,0,1828,-150,-32,0,11700,34,0,1,FL-J1,2816.0,-8.96484375,-8.876953125,0.087890625,-9.944896747682101,-1.067943622682101
2938,2940,147,0,0,1827,0,0,0,11700,34,0,1,FL-J1,2939.0,-8.96484375,-8.96484375,-0.0,-9.792543203519894,-0.8276994535198945
3055,3057,153,0,0,1831,0,40,1,11700,34,0,1,FL-J1,3056.0,-8.96484375,-8.61328125,0.3515625,-8.054913413225108,0.5583678367748917
3175,3177,159,0,0,1827,-50,0,0,11700,34,0,1,FL-J1,3176.0,-8.96484375,-8.96484375,-0.0,-8.517519339759444,0.44732441024055625
3296,3298,165,0,0,1826,0,0,0,11700,34,0,1,FL-J1,3297.0,-8.96484375,-9.052734375,-0.087890625,-8.77931436106009,0.27342001393991033
3416,3418,171,0,0,1825,0,-24,0,11700,34,0,1,FL-J1,3417.0,-8.96484375,-9.140625,-0.17578125,-8.923473340204227,0.217151659795773
3538,3540,177,0,0,1828,100,-140,4,11700,34,0,1,FL-J1,3539.0,-2.4609375,-8.876953125,-6.416015625,-8.785603486464701,0.09134963853529854
3656,3658,183,0,0,1885,650,-192,3,11700,34,0,1,FL-J1,3657.0,-0.0,-3.8671875,-3.8671875,-4.086604910488591,-0.21941741048859065
3776,3778,189,0,0,1923,100,-40,0,11700,34,0,1,FL-J1,3777.0,-0.0,-0.52734375,-0.52734375,-0.35385415024035094,0.17348959975964906
3895,3897,195,0,0,1926,100,-28,0,11700,34,0,1,FL-J1,3896.0,-0.0,-0.263671875,-0.263671875,-0.32104928334389815,-0.05737740834389815
4015,4017,201,0,0,1926,-50,-36,0,11700,34,0,1,FL-J1,4016.0,-0.0,-0.263671875,-0.263671875,0.02324025119832939,0.2869121261983294
4134,4136,207,0,0,1926,50,-32,1,11700,34,0,1,FL-J1,4135.0,-0.0,-0.263671875,-0.263671875,0.19745345005066434,0.46112532505066434
4254,4256,213,0,0,1926,0,-32,1,11700,34,0,1,FL-J1,4255.0,-0.0,-0.263671875,-0.263671875,0.2303082871954192,0.4939801621954192
