time_s,x_m,y_m,z_m,yaw_rad,roll_deg,pitch_deg,safety
0.0,0.02800117501021225,-0.0002499988482133064,0.23499392662016758,5.2851700639601976e-08,0.00010695677997081969,0.004770669572878781,ok
0.02,0.027386419613430912,-0.0002506992449248721,0.23227393219834333,1.5036606090673332e-06,0.0014345693929134916,0.09214693752756709,ok
0.04,0.02599818431492819,-0.0002528399559627234,0.23107041762443198,2.3768167262213015e-06,0.0023610581173292167,0.1176809770847326,ok
0.06,0.024362452102463503,-0.000255686598704237,0.23070860657638997,8.66563949875656e-07,0.002932504563334686,0.062836368158642,ok
0.08,0.02284643344785746,-0.0002585524854888041,0.2306363139745749,-2.68731600563938e-06,0.003393779411259135,-0.021555203528641858,ok
0.1,0.021652207927157427,-0.0002610443357368847,0.23062279982877185,-7.073640009192213e-06,0.0037971244698641916,-0.10062276783897618,ok
0.12,0.020865566864521984,-0.00026296328848053607,0.23060819918634187,-1.1057657525580063e-05,0.0041248100699227,-0.15734851579943349,ok
0.14,0.02048702016873584,-0.0002642382519636166,0.23059721023256463,-1.3814422063978658e-05,0.004356616922937053,-0.18840979914941786,ok
0.16,0.02043412480770071,-0.0002649044482328569,0.23061025842290137,-1.490842309795545e-05,0.004479072792102487,-0.19451812015705136,ok
0.18,0.020624509158130064,-0.0002650347896530278,0.23064437657889386,-1.4820486311219485e-05,0.004499158518901826,-0.1841884571805009,ok
0.2,0.02097895610208722,-0.00026474817836801695,0.23069713981527273,-1.3956319345832655e-05,0.004441504173724644,-0.16503159482033053,ok
0.22,0.02141636309648795,-0.0002641769459481996,0.23076175243997188,-1.2680662835525816e-05,0.004329613651360966,-0.14164811132801997,ok
0.24,0.021863895687209062,-0.00026345091785257707,0.23082700461573677,-1.128628008410002e-05,0.00418911017357498,-0.117930866554449,ok
0.26,0.02226347127382783,-0.00026268709554093383,0.23088265509152095,-9.97558056390716e-06,0.004044672285061513,-0.0968000953727888,ok
0.28,0.022576105078266823,-0.0002619860811649277,0.23092305236384753,-8.871233247714563e-06,0.00391493817082872,-0.07982993406852097,ok
0.3,0.022783736681583594,-0.0002614123727959841,0.23094581860965258,-8.075053602356179e-06,0.003810326090720826,-0.068044032815136,ok
0.32,0.02288899610363944,-0.0002610071270785358,0.2309496669733459,-7.5317124264443884e-06,0.003740755786880088,-0.06246726411734773,ok
0.34,0.022914923805409493,-0.0002597741101157472,0.2309353111971435,-1.3518167759995938e-05,0.0036061976746858218,-0.06259509374194404,ok
0.36,0.022886801717923733,-0.00025837737767551994,0.23090939437640756,-1.689926756309722e-05,0.0032717744040921654,-0.06645174576429491,ok
0.38,0.022826513742868648,-0.0002576647406776836,0.23087885628262317,-1.5110710734216446e-05,0.0031148955023121436,-0.0722262065669697,ok
0.4,0.022750300181216473,-0.0002575466107239688,0.23084887234614024,-1.1951275201802762e-05,0.003089811599002286,-0.07855388055999094,ok
0.42,0.022671377513300645,-0.000257902672277828,0.23082160043833816,-9.31721150002445e-06,0.003160821205760596,-0.08446575677973715,ok
0.44,0.022599677303100044,-0.0002585880868970422,0.23079796848128256,-7.86538157296455e-06,0.003295700033212541,-0.08938428566766952,ok
0.46,0.02254089430517392,-0.0002594492057089656,0.23077857128127482,-7.551917774080927e-06,0.0034607988696452627,-0.09307397115475206,ok
0.48,0.022495942777847805,-0.0002579285701635875,0.2307637518362364,4.1998884438789304e-06,0.003159407439288791,-0.09561391367599675,ok
0.5,0.0224634425418003,-0.0002561038557126194,0.23075296792525324,1.1235232138240737e-05,0.002830099616188588,-0.09725257062717563,ok
0.52,0.022441513541422986,-0.000255488225844161,0.23074503798431417,9.65755796806983e-06,0.00274399314803675,-0.09818955233933514,ok
0.54,0.022427885268130374,-0.00025579021497710436,0.23073891287275453,4.708486624214855e-06,0.0028635359102930228,-0.09862587512465984,ok
0.56,0.02242026121960744,-0.0002566412339136126,0.2307338100542247,-2.668273770846621e-08,0.003137824080585895,-0.09874942640115965,ok
0.58,0.022418661918204727,-0.0002629494220513437,0.2307275212962864,-1.142278017649457e-05,0.005879559481292085,-0.09675731901009166,ok
0.6,0.022424104664477806,-0.0002797426251252358,0.2307210104139205,-3.600144315842315e-05,0.010451797030692841,-0.09417205123263565,ok
0.62,0.022417446607326322,-0.00026589002974714004,0.23072497416941243,-2.7044129394004884e-05,0.0020687825913263663,-0.10253838014668958,ok
0.64,0.0224045928738172,-0.0002398168008044821,0.23072284263100507,1.5478856658678372e-06,-0.004675090315914658,-0.10606811587850215,ok
0.66,0.022397953691098108,-0.00022452117128812787,0.23071431075765575,7.445238400822912e-06,-0.007037882561003456,-0.10501839377341543,ok
0.68,0.02239566920240009,-0.00021698551678359795,0.23070595435821462,6.3809517705192385e-06,-0.007791154287902801,-0.10362711792888142,ok
0.7000000000000001,0.02239609994894874,-0.0002158497965167802,0.2306991770800097,4.830422518933361e-06,-0.0072996811949558775,-0.10245917468959397,ok
0.72,0.022400149740130923,-0.000224924434816344,0.23069216134541454,-2.21597220132171e-06,-0.0036844782981286057,-0.0996253841445248,ok
0.74,0.022409940613494328,-0.0002488139755733171,0.23068544593932228,-2.1951837935395594e-05,0.0033074157758894193,-0.09594825256388279,ok
0.76,0.022416034986188563,-0.0002674118700796632,0.23068348338354172,-2.984503118596799e-05,0.007278375802874582,-0.09617952298202079,ok
0.78,0.022418472838806866,-0.0002804376071525172,0.2306818471108601,-3.2060938908687006e-05,0.009767642068082618,-0.09708963640836289,ok
0.8,0.022418225683927484,-0.00028819188712359,0.230679335725959,-3.2440547309022614e-05,0.011018022390650148,-0.09804242991681539,ok
0.8200000000000001,0.02241844595043234,-0.00029643296175037304,0.23067424617853904,-3.6975580142092193e-05,0.013190815929618472,-0.09704161311486707,ok
0.84,0.02242548052080076,-0.0003072974999585171,0.23066620965050844,-4.575862338425574e-05,0.01537920142393116,-0.09296029495911048,ok
0.86,0.022434213788201818,-0.00029763532994431935,0.23066164660153965,-2.892526069847667e-05,0.011363620363584166,-0.09110017356558477,ok
0.88,0.022436114491970527,-0.00028733509082472936,0.230661577205466,-2.0149987585061614e-05,0.008763562715682993,-0.093061101402994,ok
0.9,0.022433018551934775,-0.00027762791589061586,0.23066095643679455,-1.5802512676300896e-05,0.006525670964713758,-0.09535922968439847,ok
0.92,0.022427093980829066,-0.0002691944291236606,0.23065883421004416,-1.272078519857308e-05,0.004687521963981638,-0.09735033133451443,ok
0.9400000000000001,0.02241999635198763,-0.00026258191307316353,0.2306555609697917,-1.0189889112774387e-05,0.0033369300176195604,-0.09894651741158397,ok
0.96,0.022412897231422577,-0.0002579806320724548,0.23065175136903443,-8.213225216808335e-06,0.002478360728265652,-0.1001786783705887,ok
0.98,0.022406531815486283,-0.00025529533958661144,0.23064790909329744,-6.884142706852989e-06,0.0020584379243953517,-0.10110688772477251,ok
1.0,0.022401275922075276,-0.0002542457659464592,0.23064432852272582,-6.218761193261694e-06,0.0019914780857581025,-0.10179237329354826,ok
1.02,0.022397235053044737,-0.00025445668588363474,0.23064112166678002,-6.144524684626159e-06,0.002179351251087192,-0.10228969841425996,ok
1.04,0.022394332485235036,-0.00025552926672865045,0.23063828305812095,-6.531215284431613e-06,0.0025261034480981675,-0.10264568228012767,ok
1.06,0.02239238704884783,-0.000257092121774688,0.23063575012067922,-7.225877005007603e-06,0.00294769429730028,-0.10289980497778994,ok
1.08,0.02239117494534336,-0.00025883325093679216,0.23063344484903217,-8.080088820009667e-06,0.0033774125193666393,-0.10308455549433154,ok
1.1,0.022387059564005884,-0.00026052308085337816,0.23063435626327117,-8.908955286477746e-06,0.0037712520317805054,-0.10748036085165685,ok
1.12,0.022373365553049154,-0.00026200450575971507,0.23063717783033255,-9.617917026142698e-06,0.004098216507569232,-0.11375918175375353,ok
1.1400000000000001,0.02236598181028468,-0.0002631703509675884,0.23063178444586913,-1.0292033855325198e-05,0.004339464665690522,-0.11255000265179138,ok
